key,0,1,2
#,Icon,SortKey,Name
int32,Image,byte,str
0,"ui/icon/061000/061762.tex",0,"未設定"
1,"ui/icon/061000/061801.tex",20,"ダンジョン"
2,"ui/icon/061000/061804.tex",21,"討伐・討滅戦"
3,"ui/icon/061000/061802.tex",22,"レイド"
4,"ui/icon/061000/061832.tex",23,"絶レイド"
5,"ui/icon/061000/061824.tex",30,"特殊ダンジョン"
6,"ui/icon/061000/061837.tex",31,"特殊フィールド探索"
7,"ui/icon/061000/061806.tex",40,"PvP"
8,"ui/icon/061000/061836.tex",51,"青魔道士"
9,"ui/icon/061000/061808.tex",52,"トレジャーハント"
10,"ui/icon/061000/061819.tex",53,"モブハント"
11,"ui/icon/061000/061816.tex",100,"製作"
12,"ui/icon/061000/061755.tex",101,"採掘・園芸"
13,"ui/icon/061000/061756.tex",102,"釣り"
14,"ui/icon/061000/061757.tex",10,"メインクエスト"
15,"ui/icon/061000/061820.tex",54,"ゴールドソーサー"
16,"ui/icon/061000/061807.tex",50,"コンテンツルーレット"
17,"ui/icon/061000/061752.tex",150,"レベリング"
18,"ui/icon/061000/061751.tex",151,"ロールプレイ"
19,"ui/icon/061000/061754.tex",153,"ハードコア"
20,"ui/icon/061000/061753.tex",152,"カジュアル"
21,"ui/icon/061000/061823.tex",154,"ビギナー"
22,"ui/icon/061000/061760.tex",155,"メンター"
23,"ui/icon/061000/061758.tex",200,"ギル稼ぎ"
24,"ui/icon/061000/061764.tex",204,"グループポーズ"
25,"ui/icon/061000/061759.tex",203,"ミラージュプリズム"
26,"ui/icon/061000/061763.tex",202,"楽器演奏"
27,"ui/icon/061000/061765.tex",205,"チャット"
28,"ui/icon/061000/061761.tex",201,"ハウジング"
29,"ui/icon/061000/061766.tex",206,"プレイヤーイベント"
30,,0,""
