key,0,1,2,3,4,5,6,7,8
#,SeedIcon[0],SeedIcon[1],SeedIcon[2],SeedIcon[3],SeedIcon[4],SeedIcon[5],SeedIcon[6],SeedIcon[7],SeedIcon[8]
int32,Image,Image,Image,Image,Image,Image,Image,Image,Image
0,,,,,,,,,
1,"ui/icon/066000/066751.tex","ui/icon/066000/066752.tex","ui/icon/066000/066753.tex","ui/icon/066000/066754.tex","ui/icon/066000/066755.tex","ui/icon/066000/066756.tex","ui/icon/066000/066757.tex","ui/icon/066000/066758.tex","ui/icon/066000/066759.tex"
2,"ui/icon/066000/066760.tex","ui/icon/066000/066761.tex","ui/icon/066000/066762.tex","ui/icon/066000/066763.tex","ui/icon/066000/066764.tex","ui/icon/066000/066765.tex","ui/icon/066000/066766.tex","ui/icon/066000/066767.tex","ui/icon/066000/066768.tex"
3,"ui/icon/066000/066769.tex","ui/icon/066000/066770.tex","ui/icon/066000/066771.tex","ui/icon/066000/066772.tex","ui/icon/066000/066773.tex","ui/icon/066000/066774.tex","ui/icon/066000/066775.tex","ui/icon/066000/066776.tex","ui/icon/066000/066777.tex"
4,"ui/icon/066000/066778.tex","ui/icon/066000/066779.tex","ui/icon/066000/066780.tex","ui/icon/066000/066781.tex","ui/icon/066000/066782.tex","ui/icon/066000/066783.tex","ui/icon/066000/066784.tex","ui/icon/066000/066785.tex","ui/icon/066000/066786.tex"
5,"ui/icon/066000/066787.tex","ui/icon/066000/066788.tex","ui/icon/066000/066789.tex","ui/icon/066000/066790.tex","ui/icon/066000/066791.tex","ui/icon/066000/066792.tex","ui/icon/066000/066793.tex","ui/icon/066000/066794.tex","ui/icon/066000/066795.tex"
6,"ui/icon/066000/066850.tex","ui/icon/066000/066851.tex","ui/icon/066000/066852.tex","ui/icon/066000/066853.tex","ui/icon/066000/066854.tex","ui/icon/066000/066855.tex","ui/icon/066000/066856.tex","ui/icon/066000/066857.tex","ui/icon/066000/066858.tex"
7,"ui/icon/066000/066859.tex","ui/icon/066000/066860.tex","ui/icon/066000/066861.tex","ui/icon/066000/066862.tex","ui/icon/066000/066863.tex","ui/icon/066000/066864.tex","ui/icon/066000/066865.tex","ui/icon/066000/066866.tex","ui/icon/066000/066867.tex"
8,"ui/icon/066000/066868.tex","ui/icon/066000/066869.tex","ui/icon/066000/066870.tex","ui/icon/066000/066871.tex","ui/icon/066000/066872.tex","ui/icon/066000/066873.tex","ui/icon/066000/066874.tex","ui/icon/066000/066875.tex","ui/icon/066000/066876.tex"
9,"ui/icon/066000/066877.tex","ui/icon/066000/066878.tex","ui/icon/066000/066879.tex","ui/icon/066000/066880.tex","ui/icon/066000/066881.tex","ui/icon/066000/066882.tex","ui/icon/066000/066883.tex","ui/icon/066000/066884.tex","ui/icon/066000/066885.tex"
10,"ui/icon/066000/066886.tex","ui/icon/066000/066887.tex","ui/icon/066000/066888.tex","ui/icon/066000/066889.tex","ui/icon/066000/066890.tex","ui/icon/066000/066891.tex","ui/icon/066000/066892.tex","ui/icon/066000/066893.tex","ui/icon/066000/066894.tex"
11,"ui/icon/066000/066895.tex","ui/icon/066000/066896.tex","ui/icon/066000/066897.tex","ui/icon/066000/066898.tex","ui/icon/066000/066899.tex","ui/icon/066000/066900.tex","ui/icon/066000/066901.tex","ui/icon/066000/066902.tex","ui/icon/066000/066903.tex"
12,"ui/icon/066000/066904.tex","ui/icon/066000/066905.tex","ui/icon/066000/066906.tex","ui/icon/066000/066907.tex","ui/icon/066000/066908.tex","ui/icon/066000/066909.tex","ui/icon/066000/066910.tex","ui/icon/066000/066911.tex","ui/icon/066000/066912.tex"
13,"ui/icon/066000/066796.tex","ui/icon/066000/066797.tex","ui/icon/066000/066798.tex","ui/icon/066000/066799.tex","ui/icon/066000/066800.tex","ui/icon/066000/066801.tex","ui/icon/066000/066802.tex","ui/icon/066000/066803.tex","ui/icon/066000/066804.tex"
14,"ui/icon/066000/066805.tex","ui/icon/066000/066806.tex","ui/icon/066000/066807.tex","ui/icon/066000/066808.tex","ui/icon/066000/066809.tex","ui/icon/066000/066810.tex","ui/icon/066000/066811.tex","ui/icon/066000/066812.tex","ui/icon/066000/066813.tex"
15,"ui/icon/066000/066814.tex","ui/icon/066000/066815.tex","ui/icon/066000/066816.tex","ui/icon/066000/066817.tex","ui/icon/066000/066818.tex","ui/icon/066000/066819.tex","ui/icon/066000/066820.tex","ui/icon/066000/066821.tex","ui/icon/066000/066822.tex"
16,"ui/icon/066000/066823.tex","ui/icon/066000/066824.tex","ui/icon/066000/066825.tex","ui/icon/066000/066826.tex","ui/icon/066000/066827.tex","ui/icon/066000/066828.tex","ui/icon/066000/066829.tex","ui/icon/066000/066830.tex","ui/icon/066000/066831.tex"
17,"ui/icon/066000/066913.tex","ui/icon/066000/066914.tex","ui/icon/066000/066915.tex","ui/icon/066000/066916.tex","ui/icon/066000/066917.tex","ui/icon/066000/066918.tex","ui/icon/066000/066919.tex","ui/icon/066000/066920.tex","ui/icon/066000/066921.tex"
