key,0,1,2,3,4
#,BuddyLevel,IsActive,Defender,Attacker,Healer
int32,byte,bit&01,Row,Row,Row
0,0,False,"","",""
1,1,True,"Choco Drop","Choco Slash","Choco Regen"
2,2,False,"Enhanced Strength","Enhanced Strength","Enhanced Mind"
3,3,False,"Increased HP","Increased HP","Increased HP"
4,4,True,"Choco Kick","Choco Beak","Choco Cure"
5,5,False,"Enhanced Accuracy","Enhanced Accuracy","Enhanced Accuracy"
6,6,False,"Enhanced Critical Hit","Enhanced Critical Hit","Enhanced Critical Hit"
7,7,True,"Choco Guard","Choco Rush","Choco Surge"
8,8,False,"Enhanced Strength","Enhanced Strength","Enhanced Mind"
9,9,False,"Increased HP","Increase Attack Speed","Increased HP"
10,10,True,"Choco Strike","Choco Blast","Choco Medica"
