key,0,1,2
#,,,
int32,uint32,str,str
0,0,"",""
1,0,"",""
2,5,"DATA","- アーカイブ"
3,6,"NEW GAME+","つよくてニューゲーム解説"
4,13,"LOST ACTION","ロストアクション解説"
5,21,"PORTRAIT LIST","ポートレート機能解説"
6,22,"ADVENTURER PLATE","アドベンチャラープレート解説"
7,23,"ISLAND SANCTUARY","無人島開拓解説"
8,24,"ISLEWORKS BEGINNER'S GUIDE","開拓工房　入門マニュアル"
9,25,"DEEP DUNGEON","ディープダンジョンの説明"
10,26,"DEEP DUNGEON","ディープダンジョンの説明"
11,27,"DEEP DUNGEON","ディープダンジョンの説明"
12,28,"FASHION ACCESSORIES","ファッションアクセサリー解説"
13,29,"GEARSET","ギアセット機能解説"
14,19,"PvP","PvP解説"
15,3,"RIVAL WINGS","ライバルウィングズ解説"
16,7,"FRONTLINE","フロントライン解説"
17,20,"CRYSTALLINE CONFLICT","クリスタルコンフリクト解説"
18,0,"",""
