key,0,1
#,,
int32,byte,str
0,0,""
1,7,"クラゲまたはカニを釣る"
2,5,"★★★以上の魚を釣る"
3,3,"●★★★★を3匹釣る。"
4,34,"引きの弱い魚（！）を釣る"
5,18,"引きの強い魚（！！）を釣る"
6,6,"引きのとても強い魚（！！！）を釣る"
7,5,"サメを釣る"
8,5,"★★★以上の魚を釣る"
9,3,"●★★★★を3匹釣る。"
10,34,"引きの弱い魚（！）を釣る"
11,11,"引きの強い魚（！！）を釣る"
12,13,"引きのとても強い魚（！！！）を釣る"
13,13,"カニを釣る"
14,5,"★★★以上の魚を釣る"
15,3,"●★★★★を3匹釣る。"
16,31,"引きの弱い魚（！）を釣る"
17,27,"引きの強い魚（！！）を釣る"
18,5,"引きのとても強い魚（！！！）を釣る"
19,13,"フグを釣る"
20,5,"★★★以上の魚を釣る"
21,3,"●★★★★を3匹釣る。"
22,39,"引きの弱い魚（！）を釣る"
23,18,"引きの強い魚（！！）を釣る"
24,8,"引きのとても強い魚（！！！）を釣る"
25,19,"エビまたはイカを釣る"
26,5,"★★★以上の魚を釣る"
27,41,"引きの弱い魚（！）を釣る"
28,26,"引きの強い魚（！！）を釣る"
29,7,"引きのとても強い魚（！！！）を釣る"
30,17,"エビまたは貝を釣る"
31,5,"★★★以上の魚を釣る"
32,49,"引きの弱い魚（！）を釣る"
33,16,"引きの強い魚（！！）を釣る"
34,8,"引きのとても強い魚（！！！）を釣る"
