key,0,1,2,3,4,5
#,Action[0],Action[1],Action[2],Action[3],Action[4],Action[5]
int32,Action,Action,Action,Action,Action,Action
0,"","","","","",""
1,"喷嚏","","","","",""
2,"魔导加农炮","魔导光子炮","","","",""
3,"魔导加农炮","魔导光子炮","","","",""
4,"烈火吐息","","","","",""
5,"喷嚏","","","","",""
6,"烈火吐息","","","","",""
7,"喷嚏","","","","",""
8,"喷水","","","","",""
9,"低压电流","","","","",""
10,"重压弹","电压弹","强酸弹","电磁石","充电","雾散爆发"
11,"重压弹","电压弹","强酸弹","电磁石","充电",""
12,"空战机动","","","","",""
13,"清扫魔咒","","","","",""
14,"突风","","","","",""
15,"散播","","","","",""
16,"喷水","","","","",""
17,"咆哮","","","","",""
18,"绒毛散播","","","","",""
19,"绒毛散播","","","","",""
20,"莫古莫古回旋","","","","",""
21,"突风","","","","",""
22,"散播","","","","",""
23,"魔导加农炮","魔导光子炮","魔导加农散弹炮","高功率魔导加农炮","",""
24,"陆行鸟玩偶","","","","",""
25,"陆行鸟玩偶","","","","",""
26,"水泡","","","","",""
27,"魔导脉冲","魔导闪雷","","","",""
28,"炮击","","","","",""
29,"吸引","","","","",""
30,"吸引","","","","",""
31,"礼花筒","","","","",""
32,"礼花筒","","","","",""
33,"清扫魔咒","","","","",""
34,"鼻息","","","","",""
35,"突风","","","","",""
36,"突风","","","","",""
37,"踩踏","","","","",""
38,"踩踏","","","","",""
39,"","","","","",""
40,"喊口号","","","","",""
41,"喊口号","","","","",""
42,"恐怖视线？","","","","",""
43,"恐怖视线？","","","","",""
44,"鼻吸","","","","",""
45,"鼻吸","","","","",""
46,"微微臭气","","","","",""
47,"开屏","","","","",""
48,"惊奇光","","","","",""
49,"惊奇光","","","","",""
50,"炮击","","","","",""
51,"炮击","","","","",""
52,"亚永恒吐息","","","","",""
53,"冰花","","","","",""
54,"魔导加农炮","魔导加农散弹炮","高功率魔导加农炮","","",""
55,"家族活动","","","","",""
