key,0,1,2,3,4,5,6,7,8,9,10,11
#,Name,,Name{NoArticle},,,,,,,,,
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,str,byte,uint16,byte
0,"",0,"",0,0,1,0,0,"",0,0,0
1,"",0,"",0,0,0,0,0,"",0,0,0
2,"",0,"",0,0,0,0,0,"",0,0,0
3,"",0,"",0,0,0,0,0,"",0,0,0
4,"",0,"",0,0,0,0,0,"",0,0,0
5,"",0,"",0,0,0,0,0,"",0,0,0
6,"",0,"",0,0,0,0,0,"",0,0,0
7,"",0,"",0,0,0,0,0,"",0,0,0
8,"",0,"",0,0,0,0,0,"",0,0,0
9,"",0,"",0,0,0,0,0,"",0,0,0
10,"",0,"",0,0,0,0,0,"",0,0,0
11,"",0,"",0,0,0,0,0,"",0,0,0
12,"",0,"",0,0,0,0,0,"",0,0,0
13,"",0,"",0,0,0,0,0,"",0,0,0
14,"",0,"",0,0,0,0,0,"",0,0,0
15,"",0,"",0,0,0,0,0,"",0,0,0
16,"",0,"",0,0,0,0,0,"",0,0,0
17,"",0,"",0,0,0,0,0,"",0,0,0
18,"ギルドリーヴ",0,"",0,0,1,0,0,"",0,0,0
19,"",0,"",0,0,1,0,0,"",0,0,0
20,"ハイデリン",0,"",0,0,1,0,0,"",0,0,0
21,"エオルゼア",0,"",0,0,1,0,0,"",0,0,0
22,"ラノシア",0,"",0,0,1,0,0,"",0,100,0
23,"黒衣森",0,"",0,0,1,0,0,"",0,200,0
24,"ザナラーン",0,"",0,0,1,0,0,"",0,300,0
25,"クルザス",0,"",0,0,1,0,0,"",0,400,0
26,"モードゥナ",0,"",0,0,1,0,0,"",0,500,0
27,"リムサ・ロミンサ",0,"",0,0,1,0,0,"",0,0,0
28,"リムサ・ロミンサ：上甲板層",0,"",0,0,1,0,0,"",0,0,0
29,"リムサ・ロミンサ：下甲板層",0,"",0,0,1,0,0,"",0,0,0
30,"中央ラノシア",0,"",0,0,1,0,0,"",0,0,0
31,"低地ラノシア",0,"",0,0,1,0,0,"",0,0,0
32,"東ラノシア",0,"",0,0,1,0,0,"",0,0,0
33,"西ラノシア",0,"",0,0,1,0,0,"",0,0,0
34,"高地ラノシア",0,"",0,0,1,0,0,"",0,0,0
35,"サスタシャ浸食洞",0,"",0,0,1,0,0,"",0,0,0
36,"ブレイフロクスの野営地",0,"",0,0,1,0,0,"",0,0,0
37,"ワンダラーパレス",0,"",0,0,1,0,0,"",0,0,0
38,"",0,"",0,0,0,0,0,"",0,0,0
39,"グリダニア",0,"",0,0,1,0,0,"",0,0,0
40,"ウルダハ：ナル回廊",0,"",0,0,1,0,0,"",0,0,0
41,"ウルダハ：ザル回廊",0,"",0,0,1,0,0,"",0,0,0
42,"西ザナラーン",0,"",0,0,1,0,0,"",0,0,0
43,"中央ザナラーン",0,"",0,0,1,0,0,"",0,0,0
44,"東ザナラーン",0,"",0,0,1,0,0,"",0,0,0
45,"南ザナラーン",0,"",0,0,1,0,0,"",0,0,0
46,"北ザナラーン",0,"",0,0,1,0,0,"",0,0,0
47,"カッターズクライ",0,"",0,0,1,0,0,"",0,0,0
48,"カッパーベル銅山",0,"",0,0,1,0,0,"",0,0,0
49,"ハラタリ修練所",0,"",0,0,1,0,0,"",0,0,0
50,"カルン埋没寺院",0,"",0,0,1,0,0,"",0,0,0
51,"ウルダハ",0,"",0,0,1,0,0,"",0,0,0
52,"グリダニア：新市街",0,"",0,0,1,0,0,"",0,0,0
53,"グリダニア：旧市街",0,"",0,0,1,0,0,"",0,0,0
54,"黒衣森：中央森林",0,"",0,0,1,0,0,"",0,0,0
55,"黒衣森：東部森林",0,"",0,0,1,0,0,"",0,0,0
56,"黒衣森：南部森林",0,"",0,0,1,0,0,"",0,0,0
57,"黒衣森：北部森林",0,"",0,0,1,0,0,"",0,0,0
58,"タムタラの墓所",0,"",0,0,1,0,0,"",0,0,0
59,"ハウケタ御用邸",0,"",0,0,1,0,0,"",0,0,0
60,"",0,"",0,0,0,0,0,"",0,0,0
61,"トトラクの千獄",0,"",0,0,1,0,0,"",0,0,0
62,"イシュガルド",0,"",0,0,1,0,0,"",0,0,0
63,"クルザス中央高地",0,"",0,0,1,0,0,"",0,0,0
64,"ゼーメル要塞",0,"",0,0,1,0,0,"",0,0,0
65,"オーラムヴェイル",0,"",0,0,1,0,0,"",0,0,0
66,"東方地域",0,"",0,0,1,0,0,"",0,0,0
67,"モードゥナ",0,"",0,0,1,0,0,"",0,0,0
68,"翡翠湖畔",0,"",0,0,1,0,0,"",0,10,0
69,"グリーンティア択伐地",0,"",0,0,1,0,0,"",0,20,0
70,"ベントブランチ",0,"",0,0,1,0,0,"",0,30,0
71,"スカンポの安息所",0,"",0,0,1,0,0,"",0,40,0
72,"枯骨の森",0,"",0,0,1,0,0,"",0,45,0
73,"ハニーヤード",0,"",0,0,1,0,0,"",0,10,0
74,"ナインアイビー",0,"",0,0,1,0,0,"",0,20,0
75,"茨の森",0,"",0,0,1,0,0,"",0,30,0
76,"ラークスコール",0,"",0,0,1,0,0,"",0,40,0
77,"シルフ領",0,"",0,0,1,0,0,"",0,50,0
78,"アッパーパス",0,"",0,0,1,0,0,"",0,10,0
79,"ロウアーパス",0,"",0,0,1,0,0,"",0,30,0
80,"蛇殻林",0,"",0,0,1,0,0,"",0,40,0
81,"沈黙の花壇",0,"",0,0,1,0,0,"",0,20,0
82,"ウルズの恵み",0,"",0,0,1,0,0,"",0,50,0
83,"ひそひそ木立",0,"",0,0,1,0,0,"",0,10,0
84,"ピースガーデン",0,"",0,0,1,0,0,"",0,20,0
85,"アルダースプリングス",0,"",0,0,1,0,0,"",0,30,0
86,"プラウドクリーク",0,"",0,0,1,0,0,"",0,40,0
87,"青狢門",0,"",0,0,1,0,0,"",0,0,0
88,"白狼門",0,"",0,0,1,0,0,"",0,0,0
89,"ギルバート監視哨",0,"",0,0,1,0,0,"",0,0,0
90,"バノック練兵所",0,"",0,0,1,0,0,"",0,0,0
91,"ガビノー親方の小屋",0,"",0,0,1,0,0,"",0,0,0
92,"裸岩の丘",0,"",0,0,1,0,0,"",0,0,0
93,"ウォーレン牢獄",0,"",0,0,1,0,0,"",0,0,0
94,"ベントブランチ牧場",0,"",0,0,1,0,0,"",0,0,0
95,"ガルヴァンス監視哨",0,"",0,0,1,0,0,"",0,0,0
96,"地神の忘却",0,"",0,0,1,0,0,"",0,0,0
97,"タムタラの墓所",0,"",0,0,1,0,0,"",0,0,0
98,"鏡池桟橋",0,"",0,0,1,0,0,"",0,0,0
99,"睡蓮岩",0,"",0,0,1,0,0,"",0,0,0
100,"境樹",0,"",0,0,1,0,0,"",0,0,0
101,"エバーシェイド",0,"",0,0,1,0,0,"",0,0,0
102,"ハウケタ御用邸",0,"",0,0,1,0,0,"",0,0,0
103,"早贄台",0,"",0,0,1,0,0,"",0,0,0
104,"芽吹の池",0,"",0,0,1,0,0,"",0,0,0
105,"鱗紋岩",0,"",0,0,1,0,0,"",0,0,0
106,"スプリガンの巣窟",0,"",0,0,1,0,0,"",0,0,0
107,"ホウソーン家の山塞",0,"",0,0,1,0,0,"",0,0,0
108,"境樹",0,"",0,0,1,0,0,"",0,0,0
109,"",0,"",0,0,0,0,0,"",0,0,0
110,"アマリセ監視哨",0,"",0,0,1,0,0,"",0,0,0
111,"カストルム・オリエンス",0,"",0,0,1,0,0,"",0,0,0
112,"十二神大聖堂",0,"",0,0,1,0,0,"",0,0,0
113,"シルフの仮宿",0,"",0,0,1,0,0,"",0,0,0
114,"ムーンスポア・グローブ",0,"",0,0,1,0,0,"",0,0,0
115,"ゆりかごの大樹",0,"",0,0,1,0,0,"",0,0,0
116,"金葉台",0,"",0,0,1,0,0,"",0,0,0
117,"ハンギングバーブ",0,"",0,0,1,0,0,"",0,0,0
118,"バスカロン監視所跡",0,"",0,0,1,0,0,"",0,0,0
119,"酒房「バスカロンドラザーズ」",0,"",0,0,1,0,0,"",0,0,0
120,"トトラクの千獄",0,"",0,0,1,0,0,"",0,0,0
121,"イソム・ハーの穴蔵",0,"",0,0,1,0,0,"",0,0,0
122,"主なき庵室",0,"",0,0,1,0,0,"",0,0,0
123,"キャンプ・トランキル",0,"",0,0,1,0,0,"",0,0,0
124,"",0,"",0,0,0,0,0,"",0,0,0
125,"古アムダプール市街",0,"",0,0,1,0,0,"",0,0,0
126,"根渡り沼",0,"",0,0,1,0,0,"",0,0,0
127,"サウスシュラウド・ランディング",0,"",0,0,1,0,0,"",0,0,0
128,"古城アムダプール",0,"",0,0,1,0,0,"",0,0,0
129,"クォーリーミル",0,"",0,0,1,0,0,"",0,0,0
130,"レッドベリー砦",0,"",0,0,1,0,0,"",0,0,0
131,"ゴブリン族の野営地",0,"",0,0,1,0,0,"",0,0,0
132,"朽葉の吹溜り",0,"",0,0,1,0,0,"",0,0,0
133,"ウルズの泉",0,"",0,0,1,0,0,"",0,0,0
134,"",0,"",0,0,0,0,0,"",0,0,0
135,"黄蛇門",0,"",0,0,1,0,0,"",0,0,0
136,"ツリースピーク厩舎",0,"",0,0,1,0,0,"",0,0,0
137,"エ・タッタ監視哨",0,"",0,0,1,0,0,"",0,0,0
138,"境樹",0,"",0,0,1,0,0,"",0,0,0
139,"ハーストミル",0,"",0,0,1,0,0,"",0,0,0
140,"フォールゴウド",0,"",0,0,1,0,0,"",0,0,0
141,"浮かぶコルク亭",0,"",0,0,1,0,0,"",0,0,0
142,"フロランテル監視哨",0,"",0,0,1,0,0,"",0,0,0
143,"山師の岩窟",0,"",0,0,1,0,0,"",0,0,0
144,"ゲルモラ遺跡",0,"",0,0,1,0,0,"",0,1,0
145,"イクサル軍伐採所",0,"",0,0,1,0,0,"",0,0,0
146,"ユージニア監視哨",0,"",0,0,1,0,0,"",0,0,0
147,"初心者の館",0,"",0,0,1,0,0,"",0,0,0
148,"",0,"",0,0,0,0,0,"",0,0,0
149,"",0,"",0,0,0,0,0,"",0,0,0
150,"",0,"",0,0,0,0,0,"",0,0,0
151,"旅館「とまり木」",0,"",0,0,1,0,0,"",0,0,0
152,"エオルゼア地下空間",0,"",0,0,1,0,0,"",0,0,0
153,"モルディオン監獄",0,"",0,0,1,0,0,"",0,0,0
154,"ザ・フォールド",0,"",0,0,1,0,0,"",0,0,0
155,"花蜜桟橋",0,"",0,0,1,0,0,"",0,0,0
156,"西の葉脈",0,"",0,0,1,0,0,"",0,0,0
157,"東の葉脈",0,"",0,0,1,0,0,"",0,0,0
158,"ジョスラン監視哨",0,"",0,0,1,0,0,"",0,0,0
159,"フルフラワー養蜂場",0,"",0,0,1,0,0,"",0,0,0
160,"精霊の幼木",0,"",0,0,1,0,0,"",0,0,0
161,"ゼファードリフト",0,"",0,0,1,0,0,"",0,10,0
162,"サマーフォード",0,"",0,0,1,0,0,"",0,20,0
163,"スリーマルム・ベンド",0,"",0,0,1,0,0,"",0,30,0
164,"モラビー湾",0,"",0,0,1,0,0,"",0,10,0
165,"シダーウッド",0,"",0,0,1,0,0,"",0,20,0
166,"ゴッズグリップ",0,"",0,0,1,0,0,"",0,30,0
167,"ブラッドショア",0,"",0,0,1,0,0,"",0,10,0
168,"レインキャッチャー樹林",0,"",0,0,1,0,0,"",0,20,0
169,"アジェレス旧街道",0,"",0,0,1,0,0,"",0,30,0
170,"クォーターストーン",0,"",0,0,1,0,0,"",0,10,0
171,"スカルバレー",0,"",0,0,1,0,0,"",0,20,0
172,"ハーフストーン",0,"",0,0,1,0,0,"",0,40,0
173,"幻影諸島",0,"",0,0,1,0,0,"",0,30,0
174,"オークウッド",0,"",0,0,1,0,0,"",0,10,0
175,"ロングクライム",0,"",0,0,1,0,0,"",0,10,0
