key,0
#,Name
int32,str
0,""
1,""
2,"Lv50～60"
3,"Lv61～70"
4,"Lv71～80"
5,"Lv50～60"
6,"Lv61～70"
7,"Lv71～80"
8,"Lv50～60"
9,"Lv61～70"
10,"Lv71～80"
11,"Lv50～60"
12,"Lv61～70"
13,"Lv71～80"
14,"Lv50～60"
15,"Lv61～70"
16,"Lv71～80"
17,"Lv50～60"
18,"Lv61～70"
19,"Lv71～80"
20,"Lv50～60"
21,"Lv61～70"
22,"Lv71～80"
23,"Lv50～60"
24,"Lv61～70"
25,"Lv71～80"
26,"Lv50～60"
27,"Lv61～70"
28,"Lv71～80"
29,"Lv50～60"
30,"Lv61～70"
31,"Lv71～80"
32,"Lv50～60"
33,"Lv61～70"
34,"Lv71～80"
35,"改良用部材の交換：木工師"
36,"改良用部材の交換：鍛冶師"
37,"改良用部材の交換：甲冑師"
38,"改良用部材の交換：彫金師"
39,"改良用部材の交換：革細工師"
40,"改良用部材の交換：裁縫師"
41,"改良用部材の交換：錬金術師"
42,"改良用部材の交換：調理師"
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,""
52,""
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
