key,0
#,
int32,str
0,""
1,"パラソルをさす"
2,"スカイパラソルをさす"
3,"紅漆塗番傘をさす"
4,"紫漆塗番傘をさす"
5,"黄漆塗番傘をさす"
6,"カルムチェックパラソルをさす"
7,"チアフルチェックパラソルをさす"
8,"クラッシーチェックパラソルをさす"
9,"背中にエンジェルウィングの幻影を写し出す"
10,"ゴールドソーサーパラソルをさす"
11,"プレザントドットパラソルをさす"
12,"プリムドットパラソルをさす"
13,"パストーラルドットパラソルをさす"
14,"ファットキャットパラソルをさす"
15,"ロンカの水蛇傘？をさす"
16,"紅小月番傘をさす"
17,"背中にフォーリン・エンジェルウィングの幻影を写し出す"
18,""
19,"背中にディアボロスウィングの幻影を写し出す"
20,"背中にピクシーウィングの幻影を写し出す"
21,""
22,"顔にミラージュ・オーバルグラスの幻影を写し出す"
23,""
24,""
25,""
26,""
27,""
28,""
29,""
30,""
