key,0,1,2
#,,,
int32,str,bit&01,uint16
0,"",False,0
1,"第1節：チュートリアル",False,349
2,"第2節：チョコチョコチョコチョコボ",False,349
3,"第3節：序盤にありそうな戦い",False,349
4,"第4節：小さな巨獣",True,350
5,"第5節：蛮族たちの反乱",False,349
6,"第6節：恐怖、タラタラの墓所",True,351
7,"第7節：ライバルたちの共闘",False,349
8,"第8節：暁は光と闇とを分かつ",False,349
9,"第9節：爆破、カパカパベル銅山",True,352
10,"第10節：マンドラ帝国の逆襲",False,349
11,"第11節：女王陛下万歳！",False,349
12,"第12節：デモンズブロック崩し",True,353
13,"第13節：筆頭機工師ガーロンド",False,349
14,"第14節：ナッツの味にはもう飽きた",False,349
15,"第15節：極小オーディン討滅戦",True,354
16,"第16節：チョコボ大行進",False,349
17,"第17節：融解、スノークローク小氷壁",False,349
18,"第18節：小さなモブハント",False,349
19,"第19節：極小ギルガメッシュ討滅戦",True,355
20,"第20節：汝にクリスタルの導きあれ",False,349
21,"第21節：賢人ルイゾワの試練",False,349
22,"第22節：薄闇の世界",False,349
23,"第23節：大迷惑バハムート邂逅編",True,356
24,"第24節：大迷惑バハムート真成編",True,357
25,"",False,349
26,"",False,349
27,"",False,349
28,"",False,349
29,"",False,349
30,"",False,349
31,"",False,349
32,"",False,349
33,"",False,349
