key,0,1,2
#,Emote,UnlockCondition,SortKey
int32,Emote,BannerCondition,byte
0,"","BannerCondition#1",1
1,"表情：平常","BannerCondition#1",2
2,"表情：微笑","BannerCondition#1",3
3,"表情：笑颜","BannerCondition#1",4
4,"表情：自信","BannerCondition#1",5
5,"表情：无畏","BannerCondition#1",6
6,"表情：闭目","BannerCondition#1",7
7,"表情：悲伤","BannerCondition#1",8
8,"表情：恐怖","BannerCondition#1",9
9,"表情：意外","BannerCondition#1",10
10,"表情：痛苦","BannerCondition#1",11
11,"表情：反感","BannerCondition#1",12
12,"表情：吃惊","BannerCondition#1",13
13,"表情：担心","BannerCondition#1",14
14,"表情：咧嘴","BannerCondition#2",15
15,"表情：沉思","BannerCondition#3",16
16,"表情：皱眉","BannerCondition#1",17
17,"表情：苦笑","BannerCondition#1",18
18,"表情：右飞眼","BannerCondition#1",19
19,"表情：阴险","BannerCondition#1",20
20,"表情：嘟嘴","BannerCondition#1",21
21,"表情：认真","BannerCondition#1",22
22,"表情：困惑","BannerCondition#1",23
23,"表情：柔和","BannerCondition#1",24
24,"表情：满足","BannerCondition#1",25
25,"表情：思索","BannerCondition#4",26
26,"表情：左飞眼","BannerCondition#1",27
27,"表情：忍耐","BannerCondition#5",28
28,"表情：假笑","BannerCondition#1",29
