key,0,1,2,3,4,5,6,7
#,PlayerLevel,PlaceName,Icon,Order,Name,Description,,
int32,uint16,PlaceName,Image,uint16,uint32,uint16,str,str
0,0,"",,0,0,1,"",""
1,60,"",,2089,112145,100,"木人討滅戦","揺るぎなく大地に立ち、空に気を巡らせ、海の如く雄大な心を以て戦う。古の武人の教えに従い、木人に向かい日々精進せよ！　さあ、制限時間内に木人を討滅してみせるのだ！"
2,60,"",,2089,112146,101,"木人討滅戦（極ビスマルク級）","再召喚された雲神「ビスマルク」との戦闘を想定した木人を用意した。極まりし力を手にした雲神を討滅するつもりなら、その前にぜひここで鍛練を積んで行ってくれ！"
3,60,"",,2089,112147,102,"木人討滅戦（アレキサンダー：起動編級）","突如として動き出した「機械仕掛けの巨人」の内部に突入すると聞いたぞ。こんな形でしか協力できないが、今回も木人を用意している。存分に叩いていってくれ！"
4,60,"",,2089,112148,103,"木人討滅戦（アレキサンダー零式：起動編1級）","異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！"
5,60,"",,2089,112149,104,"木人討滅戦（アレキサンダー零式：起動編2級）","異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！"
6,60,"",,2089,112150,105,"木人討滅戦（アレキサンダー零式：起動編3級）","異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！"
7,60,"",,2089,112151,106,"木人討滅戦（アレキサンダー零式：起動編4級）","異邦の詩人からお前たちの話はよく聞いているぞ。機工城「アレキサンダー」では大活躍だったそうだな。是非とも木人を相手に、その腕を披露してくれ！"
8,60,"",,2089,112152,107,"木人討滅戦（蒼天幻想 ナイツ・オブ・ラウンド級）","「魔大陸」での死闘は、我々の耳にも届いているぞ。蛮神「ナイツ・オブ・ラウンド」との戦いは壮絶なものだったようだな。我々にもその勇姿を見せてくれ！"
9,60,"",,2089,112153,108,"木人討滅戦（極魔神セフィロト級）","聞くところによれば、「三闘神」の討滅のために動き始めたそうだな？　魔神「セフィロト」との戦いを乗り越えたというが、次なる戦いのため、ぜひともここで訓練していくといい！"
10,60,"",,2089,112154,109,"木人討滅戦（アレキサンダー：律動編級）","ふたたび「アレキサンダー」が動き出したことは、我々も確認している。さらに厳しさを増すであろう敵との戦いに備え、新たな木人を用意したので、腕試しをしてもらいたい！"
11,60,"",,2089,112155,110,"木人討滅戦（アレキサンダー零式：律動編1級）","お前たちの機工城左腕部「ミダース」での活躍を描いた、異邦の詩人の詩歌を聞いたぞ。その感動を表現しようと、新作の木人を作ってみたので、ぜひとも試してもらいたい！"
12,60,"",,2089,112156,111,"木人討滅戦（アレキサンダー零式：律動編2級）","お前たちの機工城左腕部「ミダース」での活躍を描いた、異邦の詩人の詩歌を聞いたぞ。その感動を表現しようと、新作の木人を作ってみたので、ぜひとも試してもらいたい！"
13,60,"",,2089,112157,112,"木人討滅戦（アレキサンダー零式：律動編3級）","お前たちの機工城左腕部「ミダース」での活躍を描いた、異邦の詩人の詩歌を聞いたぞ。その感動を表現しようと、新作の木人を作ってみたので、ぜひとも試してもらいたい！"
14,60,"",,2089,112158,113,"木人討滅戦（アレキサンダー零式：律動編4級）","お前たちの機工城左腕部「ミダース」での活躍を描いた、異邦の詩人の詩歌を聞いたぞ。その感動を表現しようと、新作の木人を作ってみたので、ぜひとも試してもらいたい！"
15,60,"",,2089,112159,114,"木人討滅戦（極ニーズヘッグ級）","皇都「イシュガルド」を巡る、邪竜の軍勢との戦いについては、既にエオルゼア全土に噂が広まっている。邪竜「ニーズヘッグ」を倒したその力を、思う存分、木人にぶつけるがいい！"
16,60,"",,2089,112205,115,"木人討滅戦（極女神ソフィア級)","女神「ソフィア」は、どうにか討滅できたようだが、まだすべての戦いに決着が着いたわけではないようだな。ならば、強化された木人を相手に、さらなる訓練に励むといい！"
17,60,"",,2089,112206,116,"木人討滅戦（アレキサンダー：天動編級)","いよいよ「アレキサンダー」との最終決戦に向かうそうだな。そんなお前に対して、我々ができることは、より強固な木人を用意して決戦前の訓練の準備をするだけ……頼んだぞ！"
18,60,"",,2089,112207,117,"木人討滅戦（アレキサンダー零式：天動編1級）","よくぞ「アレキサンダー」の脅威を退けてくれた！　低地ドラヴァニアの危機を救ってくれた礼として、我々は感謝の気持ちを込めて最強の木人を作ってみたのだ。ぜひ試してくれ！"
19,60,"",,2089,112208,118,"木人討滅戦（アレキサンダー零式：天動編2級）","よくぞ「アレキサンダー」の脅威を退けてくれた！　低地ドラヴァニアの危機を救ってくれた礼として、我々は感謝の気持ちを込めて最強の木人を作ってみたのだ。ぜひ試してくれ！"
20,60,"",,2089,112209,119,"木人討滅戦（アレキサンダー零式：天動編3級）","よくぞ「アレキサンダー」の脅威を退けてくれた！　低地ドラヴァニアの危機を救ってくれた礼として、我々は感謝の気持ちを込めて最強の木人を作ってみたのだ。ぜひ試してくれ！"
21,60,"",,2089,112210,120,"木人討滅戦（アレキサンダー零式：天動編4級）","よくぞ「アレキサンダー」の脅威を退けてくれた！　低地ドラヴァニアの危機を救ってくれた礼として、我々は感謝の気持ちを込めて最強の木人を作ってみたのだ。ぜひ試してくれ！"
22,60,"",,2089,112211,121,"木人討滅戦（極鬼神ズルワーン級）","鬼神「ズルワーン」との戦いを制したと噂になっているぞ。だが、それで安心してもらっては困る。さらに強化された木人を相手に訓練して、究極の高みを目指すのだ！"
23,70,"",,2628,112247,200,"木人討滅戦（神龍級）","アラミゴの解放者よ！　圧政者ゼノス・イェー・ガルヴァスを倒し、あの「神龍」さえも屠った君に、感謝の念を込めて特別な木人を用意した。これから君が歩むであろう、さらなる冒険に備えて、特製木人を相手に訓練に励んでくれ！"
24,70,"",,2628,112249,201,"木人討滅戦（極ラクシュミ級）","アナンタ族が召喚したという美神「ラクシュミ」を倒したのもまた、君だったそうだな！　もしも、あの蛮神が極まりし力を得たとしたら。そんな最悪の事態を想定して、木人を強化してみた。ぜひとも試してもらいたい！"
25,70,"",,2628,112248,202,"木人討滅戦（極スサノオ級）","聞くところによれば、遠い東の果ての海においても、蛮神を討滅してきたそうだな！　もしも、その豪神「スサノオ」が極まりし力を得たとしたら。そんな火急の事態を想定して、木人を強化してみた。ぜひとも試してもらいたい！"
26,70,"",,2628,112250,203,"木人討滅戦（オメガ：デルタ編級）","不気味な色をした水が溢れ出した「ヤーンの大穴」……。その深部で何が起きているのか、君たちが調査を進めることになったと聞いたぞ！　そこで、君の一助になればと、ガーロンド・アイアンワークス社の大型新人の協力を得て、さらに木人を改良してみた。ぜひとも試してもらいたい！"
27,70,"",,2628,112251,204,"木人討滅戦（オメガ零式：デルタ編1級）","「ヤーンの大穴」で起こりつつある事態を収束させるため、君が被検世界「デルタ」なる場所で、戦いを終えてきたと聞いた！　ギラバニアの平和を守るため、身を粉にして尽力する君に感謝するため、ガーロンド・アイアンワークス社の協力の下、木人をさらに強化してみた。ぜひとも試してもらいたい！"
28,70,"",,2628,112252,205,"木人討滅戦（オメガ零式：デルタ編2級）","「ヤーンの大穴」で起こりつつある事態を収束させるため、君が被検世界「デルタ」なる場所で、戦いを終えてきたと聞いた！　ギラバニアの平和を守るため、身を粉にして尽力する君に感謝するため、ガーロンド・アイアンワークス社の協力の下、木人をさらに強化してみた。ぜひとも試してもらいたい！"
29,70,"",,2628,112253,206,"木人討滅戦（オメガ零式：デルタ編3級）","「ヤーンの大穴」で起こりつつある事態を収束させるため、君が被検世界「デルタ」なる場所で、戦いを終えてきたと聞いた！　ギラバニアの平和を守るため、身を粉にして尽力する君に感謝するため、ガーロンド・アイアンワークス社の協力の下、木人をさらに強化してみた。ぜひとも試してもらいたい！"
30,70,"",,2628,112254,207,"木人討滅戦（オメガ零式：デルタ編4級）","「ヤーンの大穴」で起こりつつある事態を収束させるため、君が被検世界「デルタ」なる場所で、戦いを終えてきたと聞いた！　ギラバニアの平和を守るため、身を粉にして尽力する君に感謝するため、ガーロンド・アイアンワークス社の協力の下、木人をさらに強化してみた。ぜひとも試してもらいたい！"
31,70,"",,2628,112260,208,"木人討滅戦（極神龍級）","アラミゴ上空での神龍との決戦。もはや伝説となった激戦を制した君だが、さらなる高みを目指したいのだろう？　こんなこともあろうかと、しっかり木人を強化しておいた。ぜひとも試してもらいたい！"
32,70,"",,2628,112277,209,"木人討滅戦（オメガ：シグマ編級）","ガーロンド・アイアンワークス社の大型新人が、さらに木人を強化してくれた。「ヤーンの大穴」の調査に挑む君に、この改良型木人で鍛え、一段上の実力を付けてほしいそうだ。あの赤服の男、最初は怪しい奴だと思ったが、なかなかに親切な奴じゃないか。彼のためにも、ぜひ特製木人を相手に訓練に励んでくれ！"
33,70,"",,2628,112278,210,"木人討滅戦（オメガ零式：シグマ編1級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が被検世界「シグマ」なる場所で、戦いを終えてきたと聞いた！　なんでも、次々と手強い敵が襲いかかってきたそうだな。ならば、ギラバニアの平和のために戦う君のため、こちらも木人を強化せねばなるまい。さあ、思う存分、実力を試してもらいたい！"
34,70,"",,2628,112279,211,"木人討滅戦（オメガ零式：シグマ編2級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が被検世界「シグマ」なる場所で、戦いを終えてきたと聞いた！　なんでも、次々と手強い敵が襲いかかってきたそうだな。ならば、ギラバニアの平和のために戦う君のため、こちらも木人を強化せねばなるまい。さあ、思う存分、実力を試してもらいたい！"
35,70,"",,2628,112280,212,"木人討滅戦（オメガ零式：シグマ編3級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が被検世界「シグマ」なる場所で、戦いを終えてきたと聞いた！　なんでも、次々と手強い敵が襲いかかってきたそうだな。ならば、ギラバニアの平和のために戦う君のため、こちらも木人を強化せねばなるまい。さあ、思う存分、実力を試してもらいたい！"
36,70,"",,2628,112281,213,"木人討滅戦（オメガ零式：シグマ編4級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が被検世界「シグマ」なる場所で、戦いを終えてきたと聞いた！　なんでも、次々と手強い敵が襲いかかってきたそうだな。ならば、ギラバニアの平和のために戦う君のため、こちらも木人を強化せねばなるまい。さあ、思う存分、実力を試してもらいたい！"
37,70,"",,2628,112276,214,"木人討滅戦（極白虎級）","聞くところによれば、東方でも随分な活躍ぶりだそうじゃないか。暁の血盟に属す、タタル嬢からの特別依頼により、四聖獣「白虎」との戦いを乗り越えた君向けに、強化型の木人を用意してみた。ぜひとも試してもらいたい！"
38,70,"",,2628,112293,215,"木人討滅戦（極ツクヨミ級）","情報筋から、ドマで「神降ろし」が行われたらしいという噂を聞いたぞ。なんでも、夜神「ツクヨミ」が現れたとかなんとか。討滅されて事なきを得たらしいが、そいつがさらに力を付けて再召喚されたらと考えると、恐ろしくて夜も眠れない。ということで、不眠不休で強化型の木人を製作してみた。ぜひとも試してもらいたい！"
39,70,"",,2628,112330,216,"木人討滅戦（極朱雀級）","またもや暁の血盟のタタル嬢から、特別依頼を受けた。四聖獣「朱雀」との戦いを乗り越えた君向けに、さらに手応えのある木人を用意してやってほしいとのことでな。そんなわけで、こちらの準備は万全だ。ぜひとも試してもらいたい！"
40,70,"",,2628,112325,217,"木人討滅戦（オメガ：アルファ編級）","例のガーロンド・アイアンワークス社の大型新人から、木人の強化案の設計図が届いた。「ヤーンの大穴」にて最終決戦に挑む君に、後悔がないよう訓練をしてほしいとのことでな。あの赤服の男、君には是が非でも勝利を掴んでほしいようだ。彼のためにも、ぜひ特製木人を相手に訓練に励んでくれ！"
41,70,"",,2628,112326,218,"木人討滅戦（オメガ零式：アルファ編1級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が「ヤーンの大穴」での決戦に勝利し、ギラバニア……いや、エオルゼア全土を危機から救ってくれたのだと聞いた。そこでお礼を考えてみたんだが、やはり、強化した木人を用意するのがいちばんだと思ってな。さあ、思う存分、実力を試してもらいたい！"
42,70,"",,2628,112327,219,"木人討滅戦（オメガ零式：アルファ編2級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が「ヤーンの大穴」での決戦に勝利し、ギラバニア……いや、エオルゼア全土を危機から救ってくれたのだと聞いた。そこでお礼を考えてみたんだが、やはり、強化した木人を用意するのがいちばんだと思ってな。さあ、思う存分、実力を試してもらいたい！"
43,70,"",,2628,112328,220,"木人討滅戦（オメガ零式：アルファ編3級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が「ヤーンの大穴」での決戦に勝利し、ギラバニア……いや、エオルゼア全土を危機から救ってくれたのだと聞いた。そこでお礼を考えてみたんだが、やはり、強化した木人を用意するのがいちばんだと思ってな。さあ、思う存分、実力を試してもらいたい！"
44,70,"",,2628,112329,221,"木人討滅戦（オメガ零式：アルファ編4級）","支社に勤務するガーロンド・アイアンワークス社の社員から、君が「ヤーンの大穴」での決戦に勝利し、ギラバニア……いや、エオルゼア全土を危機から救ってくれたのだと聞いた。そこでお礼を考えてみたんだが、やはり、強化した木人を用意するのがいちばんだと思ってな。さあ、思う存分、実力を試してもらいたい！"
45,70,"",,2628,112341,222,"木人討滅戦（極青龍級）","またまた暁の血盟のタタル嬢から、特別依頼が舞い込んでな。四聖獣「青龍」をも鎮めてみせた君のために、より強固な木人を用意してやってほしいと言うもんだから、職人総出で強化してみた。ぜひとも堪能してもらいたい！"
46,80,"",,3101,112370,300,"木人討滅戦（ハーデス級）","我らが「闇の戦士」のために、特別製の木人を用意してみた。光に呑み込まれんとしていたノルヴラントに、夜の闇を取り戻してみせた猛者が訓練に用いるものともなれば、相応の頑丈さが必要だろうからな。ぜひ、試してやってくれ！"
47,80,"",,3101,112369,301,"木人討滅戦（極イノセンス級）","ユールモアを支配していた元首、ドン・ヴァウスリー。彼が罪喰いを操る能力を持っていたことは、よく知られていたが、まさか大罪喰いそのものだったなんてな。そのイノセンスを倒した君に向け、木人を強化してみた。ぜひ、試してやってくれ！"
