key,0,1,2,3,4,5,6,7,8,9
#,NotoriousMonsters[0],NotoriousMonsters[1],NotoriousMonsters[2],NotoriousMonsters[3],NotoriousMonsters[4],NotoriousMonsters[5],NotoriousMonsters[6],NotoriousMonsters[7],NotoriousMonsters[8],NotoriousMonsters[9]
int32,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster,NotoriousMonster
0,"","","","","","","","","",""
1,"スコッグ・フリュー","醜男のヴォガージャ","クロック・ミテーヌ","","","","","","",""
2,"バーバステル","ウンクテヒ","ケロゲロス","","","","","","",""
3,"ブラッディ・マリー","魔導ヘルズクロー","ガーロック","","","","","","",""
4,"ダークヘルメット","ナン","ボナコン","","","","","","",""
5,"ミラドロッシュ","マーベリー","ナンディ","","","","","","",""
6,"スェアーシロップ","アレクトリオン","ゾーナ・シーカー","","","","","","",""
7,"アヴゼン","サボテンダー・バイラリーナ","ブロンテス","","","","","","",""
8,"ガトリングス","マヘス","バルウール","","","","","","",""
9,"死灰のアルビン","ザニゴ","ヌニュヌウィ","","","","","","",""
10,"不滅のフェランド闘軍曹","ファイナルフレイム","ミニョーカオン","","","","","","",""
11,"ホワイトジョーカー","ファルネウス","レドロネット","","","","","","",""
12,"スティンギング・ソフィー","メルティゼリー","ウルガル","","","","","","",""
13,"モナーク・オーガフライ","ゲーデ","マインドフレア","","","","","","",""
14,"フェクダ","ギルタブ","サウザンドキャスト・セダ","","","","","","",""
15,"ナウル","マラク","サファト","","","","","","",""
16,"リーチキング","クーレア","アグリッパ","","","","","","",""
17,"ヴオコー","コンヌ","チェルノボーグ","","","","","","",""
18,"アルティック","クルーゼ","ミルカ","リューバ","カイザーベヒーモス","","","","",""
19,"グナース・コメットドローン","テクスタ","パイルラスタ","ワイバーンロード","セーンムルウ","","","","",""
20,"プテリゴトゥス","ブラクキ","機兵のスリップキンクス","ストラス","ペイルライダー","","","","",""
21,"スキタリス","スケアクロウ","ブネ","アガトス","ガンダルヴァ","","","","",""
22,"スクオンク","舞手のサヌバリ","エンケドラス","シシウトゥル","極楽鳥","","","","",""
23,"リュキダス","オムニ","キャムパクティ","センチブロッサム","レウクロッタ","","","","",""
24,"宵闇のヤミニ","オゼルム","オルクス","アール","ウドンゲ","","","","",""
25,"剣豪ガウキ","姑獲鳥","船幽霊","オニユメミ","オキナ","","","","",""
26,"デイダラ","雷撃のギョライ","ガジャースラ","アンガダ","ガンマ","","","","",""
27,"グアス・ア・ニードル","ブッカブー","バックスタイン","アクラブアメル","ボーンクローラー","","","","",""
28,"マネス","キワ","マヒシャ","ルミナーレ","ソルト・アンド・ライト","","","","",""
29,"クールマ","アスワング","ギリメカラ","ソム","オルガナ","","","","",""
30,"ラ・ヴェリュ","イツパパロツル","ナックラヴィー","ナリーポン","ティガー","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・リベリオン"
31,"コクシグルー","インドミタブル","リルマーダー","フラカン","フォーギヴン・ペダントリー","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・リベリオン"
32,"ウェルウォーム","ジャグラー・ヘカトゥーム","マリクテンダー","シュガール","タルキア","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・リベリオン"
33,"ドモヴォーイ","ヴルパングエ","泥人","ポールディア","アグラオペ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・リベリオン"
34,"マインドメーカー","パチャママ","スペイ","グラスマン","イシュタム","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・リベリオン"
35,"手掴のギウスィー・アース","ディーコン","ルサルカ","バール","グニット","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・ゴシップ","フォーギヴン・リベリオン"
36,"草賢人","ウーヴウーヴ","フルドラ","ストーシー","ブーフールー","ケールの従者","ケールの従者","ケールの従者","ケールの従者","ケール"
37,"ヴァジュラクマーラ","イラーヴァティ","ユラン","スグリーヴァ","スパティカ","ケールの従者","ケールの従者","ケールの従者","ケールの従者","ケール"
38,"ウォーモンガー","エンペラーズローズ","ミネルウァ","アイゲイロス","アームストロング","ケールの従者","ケールの従者","ケールの従者","ケールの従者","ケール"
39,"ダフニアマグナ","ジェネシスロック","ムースプリンセス","ルナテンダー・クイーン","ルミネイター","ケールの従者","ケールの従者","ケールの従者","ケールの従者","ケール"
40,"レベルチーター","オスク・レイ","アーチイータ","ファン・アイル","ナロー＝リフト","ケールの従者","ケールの従者","ケールの従者","ケールの従者","ケール"
41,"ユムカクス","ショックモー","ペタロドゥス","グランガチ","オピオネウス","ケールの従者","ケールの従者","ケールの従者","ケールの従者","ケール"
