key,0,1,2,3,4,5,6,7,8
#,Name,CompanyCraftDraftCategory,RequiredItem[0],RequiredItemCount[0],RequiredItem[1],RequiredItemCount[1],RequiredItem[2],RequiredItemCount[2],Order
int32,str,CompanyCraftDraftCategory,Item,byte,Item,byte,Item,byte,uint32
0,"飛空艇設計図:第2集","飛空艇・潜水艦","バンブーストリップ",6,"",0,"",0,1
1,"飛空艇設計図:第3集","飛空艇・潜水艦","バルサ廃材",10,"バンブーストリップ",4,"",0,2
2,"飛空艇設計図:第4集","飛空艇・潜水艦","バルサ材",10,"バンブーストリップ",4,"",0,3
3,"飛空艇設計図:第5集","飛空艇・潜水艦","錬金繊維",14,"バルサ廃材",4,"",0,4
4,"飛空艇設計図:第6集","飛空艇・潜水艦","魔科学繊維",14,"バルサ材",4,"バンブーストリップ",4,5
5,"家屋設計図:料理屋","ハウス","天然粘土",10,"",0,"",0,1
6,"家屋設計図:防具屋","ハウス","石粉粘土",10,"",0,"",0,2
7,"家屋設計図:武器屋","ハウス","錬金樹脂",9,"石粉粘土",8,"",0,3
8,"魔器設計図:第2集","エーテリアルホイール","鈍色のクリスタル",6,"",0,"",0,1
9,"魔器設計図:第3集","エーテリアルホイール","鈍色のクリスタル",6,"",0,"",0,2
10,"魔器設計図:第4集","エーテリアルホイール","鈍色のクリスタル",6,"",0,"",0,3
11,"魔器設計図:第5集","エーテリアルホイール","鈍色のクラスター",4,"錬金樹脂",2,"",0,4
12,"魔器設計図:第6集","エーテリアルホイール","鈍色のクラスター",4,"錬金樹脂",2,"",0,5
13,"魔器設計図:第7集","エーテリアルホイール","鈍色のクラスター",4,"錬金樹脂",2,"",0,6
14,"大型魔器設計図:第2集","エーテリアルホイール","鈍色のクラスター",6,"錬金樹脂",3,"天然粘土",8,7
15,"家屋設計図:モグモグハウス","ハウス","錬金樹脂",11,"石粉粘土",10,"バンブーストリップ",8,4
16,"大型魔器設計図:第3集","エーテリアルホイール","鈍色のクラスター",8,"錬金樹脂",5,"天然粘土",10,8
17,"飛空艇設計図:第7集","飛空艇・潜水艦","魔科学繊維",18,"錬金繊維",8,"バルサ材",8,6
18,"大型魔器設計図:第4集","エーテリアルホイール","鈍色のクラスター",10,"錬金樹脂",7,"天然粘土",12,9
19,"大型魔器設計図:第5集","エーテリアルホイール","鈍色のクラスター",12,"錬金樹脂",9,"天然粘土",14,10
20,"家屋設計図:チョコボハウス","ハウス","錬金樹脂",14,"石粉粘土",12,"バンブーストリップ",10,5
21,"家屋設計図:パイッサハウス","ハウス","錬金樹脂",16,"石粉粘土",14,"バンブーストリップ",12,6
22,"家屋設計図:カーバンクルハウス","ハウス","錬金樹脂",18,"石粉粘土",16,"バンブーストリップ",14,7
23,"家屋設計図:白銀城造","ハウス","錬金樹脂",20,"石粉粘土",18,"バンブーストリップ",16,8
24,"潜水艦設計図:第1集","飛空艇・潜水艦","マホガニー材",6,"",0,"",0,7
25,"潜水艦設計図:第2集","飛空艇・潜水艦","バルサ廃材",10,"バンブーストリップ",4,"",0,8
26,"潜水艦設計図:第3集","飛空艇・潜水艦","バルサ材",10,"バンブーストリップ",4,"",0,9
27,"家屋設計図:ウソウソハウス","ハウス","錬金樹脂",21,"石粉粘土",19,"バンブーストリップ",17,9
28,"潜水艦設計図:第4集","飛空艇・潜水艦","錬金繊維",14,"バルサ廃材",4,"",0,10
29,"潜水艦設計図:第5集","飛空艇・潜水艦","魔科学繊維",14,"バルサ材",4,"バンブーストリップ",4,11
30,"潜水艦設計図:第6集","飛空艇・潜水艦","ココボロ材",18,"錬金繊維",8,"バルサ廃材",8,12
31,"家屋設計図:ハーフティンバーハウス","ハウス","錬金樹脂",18,"海底粘土",10,"ココボロ材",8,10
32,"家屋設計図:アンビルハウス","ハウス","錬金樹脂",18,"海底粘土",10,"ココボロ材",8,10
33,"家屋設計図:フローリストハウス","ハウス","錬金樹脂",18,"海底粘土",10,"ココボロ材",8,10
34,"家屋設計図:フォージハウス","ハウス","錬金樹脂",18,"海底粘土",10,"ココボロ材",8,10
35,"家屋設計図:カフェハウス","ハウス","錬金樹脂",18,"海底粘土",10,"ココボロ材",8,10
36,"家屋設計図:ジンジャーブレッドハウス","ハウス","海底粘土",18,"黒色粘土",10,"ココボロ材",8,10
