key,0
#,Text
int32,str
0,""
1,""
2,""
3,""
4,""
5,""
6,""
7,""
8,""
9,""
10,""
11,""
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,""
28,""
29,"「ドマ式麻雀」ってどんなゲーム？"
30,"1.　はじめに"
31,"「ドマ式麻雀」は4人のプレイヤーで対戦するテーブルゲームです。
ドマ式麻雀のゲームルールは日本で汎用的に遊ばれている麻雀に則っています。
次の項目からは「ドマ式麻雀」を遊ぶために必要な、
基礎的な知識/ルールについて説明していきます。

"
32,"2.　どうやって遊ぶの？"
33,"「ドマ式麻雀」は4人で行う対戦型ゲームです。14枚のドマ式麻雀牌を組み合わせて「完成の形」を作り上げるスピードとその点数の高さを競います。

ゲームを開始すると、まず4人のプレイヤーにそれぞれ13枚の手牌が配られます。
最初の手番のプレイヤーには新しく1枚牌が配られるので、いらない牌を1枚捨てます。次に右隣のプレイヤーにも同様に1枚牌が配られるのでいらない牌を1枚捨てる、これを繰り返してゲームは進行していきます。

1枚配られてきた14枚で「完成の形」が最初にできたプレイヤーがそのフェーズの勝ちとなり、点数を受け取ります。このフェーズを繰り返し、半荘戦では8回のフェーズが、東風戦では4回のフェーズが終わった時点で点数が一番多い人が勝者となって１ゲームが終了します。

ではまず、「完成の形」とはどのようなものか見てみましょう。"
34,"上図のように14枚の牌で、<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>3枚1組のグループを4つと、同じ牌2枚1組を作ることが「完成の形」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>となります。3枚1組のグループの作り方は別項目で解説しますが、この組み合わせの難易度が高いほど、勝ちとなったときの点数は高くなります。

"
35,"3.　ドマ式麻雀牌の種類"
36,"ドマ式麻雀牌には「数字が記された牌」と「文字が記された牌」の
2つの系統の牌があります。

■「数字が記された牌」
数字が記された牌は3種類あり、それぞれ1～9までの数値を表しています。
"
37,"■「文字が記された牌」
文字が記された牌は2種類あります。
これらの牌は「数字が記された牌」のような順番はありません。"
38,"なお、ドマ式麻雀牌はまったく同じ図柄の牌が4枚ずつあります。上図にある34枚の牌が4枚ずつあるため、牌の数は全部で136枚です。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>ドマ式麻雀はこの136枚の牌をつかって、手牌14枚の組み合わせの完成形を、他のプレイヤーよりも早く（なおかつできるだけ高い点数で）作り上げることを競い合うゲームなのです。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

"
39,"4.　手牌の組み合わせ"
40,"■連続する３つの数字を組み合わせる
同じ種類の「数字が記された牌」で、「2-3-4」「4-5-6」「7-8-9」のように3つの連続する数字が記された牌を集めることで1つの組み合わせを作ることができます。
しかし、異なる種類での組み合わせは認められていません。また「8-9-1」「9-1-2」のようにループしてしまう組み合わせも認められていません。"
41,"■全く同じ牌を３枚あつめる
全く同じ牌を3つ集めても1組の組み合わせにできます。
これは「数字が記された牌」/「文字が記された牌」のどちらでも可能です。"
42,"ドマ式麻雀のあがり（＝完成の形）は、こうやって組み合わせた3枚1組の１グループの組み合わせを4つと、同じ牌2枚1組で作られる1つの組み合わせの、14枚で構成されます。

※例外的に特殊な組み合わせで構成されるあがりの形がいくつかありますが、まずはこの形を目指していきましょう。

"
43,"5.　ゲームの進行"
44,"ドマ式麻雀のゲームは4人で行います。4人のプレイヤーに13枚の手牌が配られたところからゲームが開始されます。
まず最初に、親の権利をもつプレイヤー（自動的に決まります）に新しく牌が1枚配られ、いらない牌を1枚捨てます。次に右隣のプレイヤーに1枚牌が配られてまた1枚捨てる、これを順番に繰り返していきます。"
45,"誰かがあがりとなるか、あるいは誰もあがりとならないまま配られる牌がなくなると1つのフェーズは終了となります。このフェーズを「局」と呼びます。"
46,"次の局が始まる時、親の権利は右隣のプレイヤーに移ります。
局が進むにつれて4人に順番に親の権利がまわっていき、親の権利が半荘戦では2周、東風戦では1周まわったところで1ゲームは終了となり、その時点で点数を最も多く持つプレイヤーがゲームの勝者となります。

"
47,"6.　あがりと点数"
48,"ゲーム開始時、プレイヤーは25000の点数を持っています。
あがると完成の形に応じた点数を他のプレイヤーからもらえますが、
自分の手番に配られた牌であがりの形となる場合と、
誰かが捨てた牌であがりの形となる場合とで、点数のやり取り方法が変わります。"
49,"■配られた牌でのあがり
配られた牌であがりの形となった場合、点数は他のプレイヤー3人が分割して支払います。親の時のあがりは点数が1.5倍となるのでお得ですが、親の時の支払いは他プレイヤーの2倍の点数となります。"
50,"■捨てた牌でのあがり
他プレイヤーがいらない牌を捨てた時、その牌であがりの形になる場合にもあがりが成立します。この場合は、牌を捨てたプレイヤーだけが点数を支払います。親であがりとなった場合の点数は1.5倍となりますが、親の時の点数の支払いは変わりません。"
51,"このようにドマ式麻雀の「親」は重要な要素で、あがりの時の点数が1.5倍となる大きな利点があります。また、親であがった場合にはもう一度親のまま局を継続することができるので点数を増やす大きなチャンスとなります。

"
52,"7.　あがりのために～役について"
53,"ドマ式麻雀は点数を奪い合うゲームです。あがりには点数の高い形、安い形がありますので、どうすれば高い点数の形を作ることができるのかを知っておきましょう。"
54,"トランプのポーカーには「ストレート」「フラッシュ」「フルハウス」といった「役」があり、組み合わせることで強さが増す仕組みとなっていますが、ドマ式麻雀にも同様の「役」があります。
ドマ式麻雀の役はその強さを「翻（はん）」という単位で表されており、作り上げるのが難しい6翻の役から簡単に狙える1翻の役まで様々な種類の役があります。"
55,"あがった時、そのあがりを構成する役の翻数によって点数が決まります。
基本的に１翻1000点で、翻が重なるにつれて以下のように点数は増加していきます。"
56,"　1翻　1000点
　2翻　2000点
　3翻　3900点

　4翻　8000点
　5翻　8000点

　6翻　12000点
　7翻　12000点

　8翻　16000点
　9翻　16000点
　10翻　16000点

　11翻　24000点
　12翻　24000点

　13翻～　32000点"
57,"親であがった時の点数はこの1.5倍となります。実際にはさらに細かい計算によって点数が増えることがあります。"
58,"このように役の翻数によって点数が決まることから、
ドマ式麻雀では「<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>あがりには役が必ず1つ以上必要<UIGlow>01</UIGlow><UIForeground>01</UIForeground>」です。
「3枚1組のグループが4つと1組の2枚同じ牌」であがりの形は作れますが、
このなかに役が最低でも1種類はないとあがりにはなりません。

"
59,"8.　役作り１～基本的な役"
60,"ドマ式麻雀の役には色々な種類がありますが、数が多いので覚えておきたい基本的なものを以下にまとめます。"
61,"■タンヤオ
数字が記された牌の2-8だけをつかって作る役。
文字が記された牌と「１」「９」の牌を使ってはいけません。"
62,"■トイトイ
全く同じ牌3枚1組の組み合わせを4つと2枚1組の組み合わせだけで作る役。"
63,"■一気通貫
同じ種類の数字が記された牌で「１－２－３」「４－５－６」「７－８－９」の組み合わせを作る役。"
64,"■三色同順
例えば「１－２－３」の組み合わせを、数字が記された牌の3種類でそれぞれ組み合わせる役。"
65,"■混一色（ホンイツ）
数字が記された牌1種類と、文字が記された牌だけで完成させる役。"
66,"■清一色（チンイツ）
数字が記された牌1種類だけで完成させる役。"
67,"他にも色々な役がありますので、詳細はLodestoneにまとめられている役一覧などをご確認ください。

"
68,"9.　役作り２～リーチという役"
69,"覚えておくと便利な役として「リーチ」があります。"
70,"この図の13枚の手牌は、あと「3」か「6」があればあがりという状態です。
この「完成の一歩前の状態」の時にプレイヤーのアクションとして「リーチ」が選択できるようになります。"
71,"牌を捨てる時に「リーチ」という選択肢が表示されますので、リーチを選んでから牌を捨てましょう。この後「3」か「6」を誰かが捨てるか、自分に配られる牌に来るとあがりです。
リーチ状態ではプレイヤーに配られる牌を手牌と入れ替えることはできず、あがりとなる牌が出てくるまで自動的に捨てられ続けます。その代わりにあがりとなった時に「リーチ」という役が必ずつきますので、他の役がわからなくても必ずあがりを狙うことができます。"
72,"■リーチの特徴
　1.　「リーチ」を選ぶことで他の役に関わらずあがれる役が確定する。
　2.　「リーチ」を選ぶと後1枚であがりであることが他者に知られてしまう。
　3.　「リーチ」を選んだ後は配られてきた牌を手牌と入れ替えできない。
　4.　「リーチ」を選ぶには1000点の支払いが必要。
　　　（その局をあがったプレイヤーが1000点を受け取ります）

"
73,"10.　役作り３～役牌"
74,"もうひとつ役を狙いやすい方法として、「文字が記された牌」で組み合わせを作る方法があります。"
75,"文字が記された牌のうちこちらの3種の牌は、どれでも3つ同じ牌を揃えるだけで役が確定します。"
76,"こちらの4種の牌は、「東」「南」「西」「北」の4つの方角を表します。こちらも3つ同じ牌を揃えることで役となりますが、そのためにはいくつか条件があります。"
77,"■「局」による条件
ドマ式麻雀の局は8局で構成されていますが、
親が全員にまわるまでの1周目の4局は「東の場」と呼び、「東」の牌を3つ揃えることで役になります。親が2周目の後半4局は「南の場」と呼び、「南」の牌を3つ揃えることで役になります。"
78,"■席順による条件
ドマ式麻雀では親からの席の並び順によってプレイヤーに方角が割り振られます。

　親＝東
　親の右隣＝南
　親の向かい＝西
　親の左隣＝北

このように親から順番に反時計回りに「東南西北」の順番に方角が割り当てられています。自分に割り当てられた方角を示す文字が記された牌は、3つ揃えることで役になります。
親の権利が他プレイヤーに移るたびに、プレイヤーの割り当てられた方角が切り替わるのが大きな特徴です。自分に割り振られた方角は、ゲーム画面で確認できますので有効に活用していきましょう。"
79,"11.　「ポン」と「チー」"
80,"ドマ式麻雀は13枚の手牌に牌が1つ配られ、いらない牌を1つ捨てることを繰り返して進行します。これだけだと欲しい牌がなかなか揃いませんが、ドマ式麻雀では他プレイヤーが自分の欲しい牌を捨てた時に、自分の牌としてもらってしまう「ポン」「チー」というアクションを使うことができます。"
81,"■ポン
自分の手牌に同じ牌が2枚あるときに、誰かがその牌と同じ牌を捨てると画面に「ポン」の選択肢が表示されます。「ポン」を選ぶと、その牌をもらってきて3枚1組の組み合わせとすることができます。"
