key,0,1,2,3,4,5,6,7,8,9
#,Slot,Probability<%>,Item,Collectability{Low},Collectability{Mid},Collectability{High},Reward,,,
int32,byte,byte,Item,uint16,uint16,uint16,SatisfactionSupplyReward,bit&01,uint16,uint16
0.0,0,0,"",0,0,0,"SatisfactionSupplyReward#0",False,0,0
1.0,1,1,"近東風の収集品",20,79,139,"SatisfactionSupplyReward#1",False,0,0
1.1,2,1,"ラザハン古銭",240,450,600,"SatisfactionSupplyReward#2",False,0,0
1.2,3,1,"サベネアン・リーフフィッシュ",138,212,325,"SatisfactionSupplyReward#2",False,127,0
2.0,1,1,"寒冷地の名産品",20,92,153,"SatisfactionSupplyReward#3",False,0,0
2.1,2,1,"氷筍",240,450,600,"SatisfactionSupplyReward#4",False,0,0
2.2,3,1,"クリア・ハルオネ",12,20,29,"SatisfactionSupplyReward#4",False,112,0
3.0,1,1,"黒渦団の軍需品",21,105,168,"SatisfactionSupplyReward#5",False,0,0
3.1,2,1,"ダスケンモス",240,450,600,"SatisfactionSupplyReward#6",False,0,0
3.2,3,1,"雲海紅珊瑚",259,469,610,"SatisfactionSupplyReward#6",False,136,0
4.0,1,1,"心尽くしの贈答品",21,119,183,"SatisfactionSupplyReward#7",False,0,0
4.1,2,1,"ナチュラルマーブル",240,450,600,"SatisfactionSupplyReward#8",False,0,0
4.2,3,1,"心貝",36,68,84,"SatisfactionSupplyReward#8",False,131,0
5.0,1,23,"近東風の収集品",20,79,139,"SatisfactionSupplyReward#9",False,0,0
5.1,1,23,"寒冷地の名産品",20,92,153,"SatisfactionSupplyReward#9",False,0,0
5.2,1,23,"黒渦団の軍需品",21,105,168,"SatisfactionSupplyReward#9",False,0,0
5.3,1,23,"心尽くしの贈答品",21,119,183,"SatisfactionSupplyReward#9",False,0,0
5.4,1,8,"孤児院の日用品",22,134,201,"SatisfactionSupplyReward#11",True,0,0
5.5,2,23,"ラザハン古銭",240,450,600,"SatisfactionSupplyReward#10",False,0,0
5.6,2,23,"氷筍",240,450,600,"SatisfactionSupplyReward#10",False,0,0
5.7,2,23,"ダスケンモス",240,450,600,"SatisfactionSupplyReward#10",False,0,0
5.8,2,23,"ナチュラルマーブル",240,450,600,"SatisfactionSupplyReward#10",False,0,0
5.9,2,8,"レインボーピグメント",240,450,600,"SatisfactionSupplyReward#12",True,0,0
