key,0,1,2,3,4
#,ExpToNext,,LogMessage[0],LogMessage[1],LogMessage[2]
int32,uint32,byte,LogMessage,LogMessage,LogMessage
0,0,0,"","",""
1,3000,0,"","",""
2,6000,0,"","",""
3,9500,1,"","",""
4,13500,0,"学会了新的开拓制作配方。","可以改建小岛木屋了！","开拓据点一项中追加了变更景观的说明。
建筑一项中追加了改建、房屋外观变更的说明。
请点击开拓管理面板的查看信息按钮确认详情。"
5,18000,0,"学会了新的开拓制作配方。","可以建造屯货仓库了！","追加了关于屯货仓库的说明。
请点击开拓管理面板的查看信息按钮确认详情。"
6,23000,0,"学会了新的开拓制作配方。","可以改建开拓工房了！","可以改建屯货仓库了！"
7,28500,0,"学会了新的开拓制作配方。","可以改建小岛木屋了！",""
8,34500,0,"学会了新的开拓制作配方。","可以改建开拓工房了！","可以改建屯货仓库了！"
9,41000,0,"学会了新的开拓制作配方。","",""
10,42000,0,"","",""
11,43500,0,"可以从耕种小员的小店购买新种子了！","",""
12,0,0,"可以建造新的地标建筑了！","",""
