key,0,1,2,3,4,5,6
#,Icon,Name,Description,,,,
int32,Image,str,str,str,str,str,str
0,,"","","","","",""
1,"ui/icon/060000/060201.tex","Clear Skies","clear","","","",""
2,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
3,"ui/icon/060000/060203.tex","Clouds","overcast","","","",""
4,"ui/icon/060000/060204.tex","Fog","foggy","","","",""
5,"ui/icon/060000/060205.tex","Wind","windy","","","",""
6,"ui/icon/060000/060206.tex","Gales","gusty","","","",""
7,"ui/icon/060000/060207.tex","Rain","rainy","","","",""
8,"ui/icon/060000/060208.tex","Showers","showery","","","",""
9,"ui/icon/060000/060209.tex","Thunder","thundery","","","",""
10,"ui/icon/060000/060210.tex","Thunderstorms","stormy","","","",""
11,"ui/icon/060000/060211.tex","Dust Storms","dusty","","","",""
12,"ui/icon/060000/060212.tex","Sandstorms","sandy","","","",""
13,"ui/icon/060000/060213.tex","Hot Spells","hot","","","",""
14,"ui/icon/060000/060214.tex","Heat Waves","blistering","","","",""
15,"ui/icon/060000/060215.tex","Snow","snowy","","","",""
16,"ui/icon/060000/060216.tex","Blizzards","blizzardy","","","",""
17,"ui/icon/060000/060218.tex","Gloom","gloomy","","","",""
18,"ui/icon/060000/060217.tex","Auroras","experiencing auroral activity","","","",""
19,"ui/icon/060000/060251.tex","Darkness","dark","","","",""
20,"ui/icon/060000/060255.tex","Tension","crackling with tension","","","",""
21,"ui/icon/060000/060203.tex","Clouds","overcast","","","",""
22,"ui/icon/060000/060259.tex","Storm Clouds","threatened by rain","","","",""
23,"ui/icon/060000/060258.tex","Rough Seas","experiencing rough seas","","","",""
24,"ui/icon/060000/060258.tex","Rough Seas","experiencing rough seas","","","",""
25,"ui/icon/060000/060257.tex","Louring","loury","","","",""
26,"ui/icon/060000/060252.tex","Heat Waves","blistering","","","",""
27,"ui/icon/060000/060256.tex","Gloom","gloomy","","","",""
28,"ui/icon/060000/060253.tex","Gales","gusty","","","",""
29,"ui/icon/060000/060254.tex","Eruptions","erupting","","","",""
30,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
31,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
32,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
33,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
34,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
35,"ui/icon/060000/060260.tex","Irradiance","irradiant","","","",""
36,"ui/icon/060000/060261.tex","Core Radiation","radioactive","","","",""
37,"ui/icon/060000/060261.tex","Core Radiation","radioactive","","","",""
38,"ui/icon/060000/060261.tex","Core Radiation","radioactive","","","",""
39,"ui/icon/060000/060261.tex","Core Radiation","radioactive","","","",""
40,"ui/icon/060000/060262.tex","Shelf Clouds","unnaturally cloudy","","","",""
41,"ui/icon/060000/060262.tex","Shelf Clouds","unnaturally cloudy","","","",""
42,"ui/icon/060000/060262.tex","Shelf Clouds","unnaturally cloudy","","","",""
43,"ui/icon/060000/060262.tex","Shelf Clouds","unnaturally cloudy","","","",""
44,"ui/icon/060000/060264.tex","Oppression","oppressive","","","",""
45,"ui/icon/060000/060264.tex","Oppression","oppressive","","","",""
46,"ui/icon/060000/060264.tex","Oppression","oppressive","","","",""
47,"ui/icon/060000/060264.tex","Oppression","oppressive","","","",""
48,"ui/icon/060000/060264.tex","Oppression","oppressive","","","",""
49,"ui/icon/060000/060219.tex","Umbral Wind","experiencing umbral wind","","","",""
50,"ui/icon/060000/060220.tex","Umbral Static","experiencing umbral static","","","",""
51,"ui/icon/060000/060263.tex","Smoke","smoky","","","",""
52,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
53,"ui/icon/060000/060226.tex","Royal Levin","experiencing royal levin","","","",""
54,"ui/icon/060000/060227.tex","Hyperelectricity","hyperelectric","","","",""
55,"ui/icon/060000/060226.tex","Royal Levin","experiencing royal levin","","","",""
56,"ui/icon/060000/060264.tex","Oppression","oppressive","","","",""
57,"ui/icon/060000/060209.tex","Thunder","thundery","","","",""
58,"ui/icon/060000/060209.tex","Thunder","thundery","","","",""
59,,"CutScene","CutScenery","","","",""
60,"ui/icon/060000/060265.tex","Multiplicity","experiencing multiplicity","","","",""
61,"ui/icon/060000/060265.tex","Multiplicity","experiencing multiplicity","","","",""
62,"ui/icon/060000/060207.tex","Rain","rainy","","","",""
63,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
64,"ui/icon/060000/060207.tex","Rain","rainy","","","",""
65,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
66,"ui/icon/060000/060266.tex","Dragonstorms","unnaturally stormy","","","",""
67,"ui/icon/060000/060266.tex","Dragonstorms","unnaturally stormy","","","",""
68,"ui/icon/060000/060202.tex","Subterrain","subterranean","","","",""
69,"ui/icon/060000/060267.tex","Concordance","concordant","","","",""
70,"ui/icon/060000/060267.tex","Concordance","concordant","","","",""
71,"ui/icon/060000/060268.tex","Beyond Time","temporal","","","",""
72,"ui/icon/060000/060268.tex","Beyond Time","temporal","","","",""
73,"ui/icon/060000/060268.tex","Beyond Time","temporal","","","",""
74,"ui/icon/060000/060269.tex","Demonic Infinity","demonically infinite","","","",""
75,"ui/icon/060000/060269.tex","Demonic Infinity","demonically infinite","","","",""
76,"ui/icon/060000/060269.tex","Demonic Infinity","demonically infinite","","","",""
77,"ui/icon/060000/060274.tex","Dimensional Disruption","extradimensional","","","",""
78,"ui/icon/060000/060274.tex","Dimensional Disruption","extradimensional","","","",""
79,"ui/icon/060000/060274.tex","Dimensional Disruption","extradimensional","","","",""
80,"ui/icon/060000/060271.tex","Revelstorms","revelry","","","",""
81,"ui/icon/060000/060271.tex","Revelstorms","revelry","","","",""
82,"ui/icon/060000/060270.tex","Eternal Bliss","blissful","","","",""
83,"ui/icon/060000/060270.tex","Eternal Bliss","blissful","","","",""
84,"ui/icon/060000/060272.tex","Wyrmstorms","unnaturally stormy","","","",""
85,"ui/icon/060000/060272.tex","Wyrmstorms","unnaturally stormy","","","",""
86,"ui/icon/060000/060271.tex","Revelstorms","revelry","","","",""
87,"ui/icon/060000/060273.tex","Quicklevin","hypervoltaic","","","",""
88,"ui/icon/060000/060209.tex","Thunder","thundery","","","",""
89,"ui/icon/060000/060274.tex","Dimensional Disruption","extradimensional","","","",""
90,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
91,"ui/icon/060000/060201.tex","Clear Skies","clear","","","",""
92,"ui/icon/060000/060275.tex","White Cyclones","cyclonic","","","",""
93,"ui/icon/060000/060275.tex","White Cyclones","cyclonic","","","",""
94,"ui/icon/060000/060275.tex","White Cyclones","cyclonic","","","",""
95,"ui/icon/060000/060277.tex","Ultimania","ultimaniacal","","","",""
96,"ui/icon/060000/060275.tex","White Cyclones","cyclonic","","","",""
97,"ui/icon/060000/060276.tex","Moonlight","moonlit","","","",""
98,"ui/icon/060000/060276.tex","Moonlight","moonlit","","","",""
99,"ui/icon/060000/060276.tex","Moonlight","moonlit","","","",""
100,"ui/icon/060000/060276.tex","Moonlight","moonlit","","","",""
101,"ui/icon/060000/060293.tex","Fair Skies","fair","","","",""
102,"ui/icon/060000/060278.tex","Scarlet","scarlet","","","",""
103,"ui/icon/060000/060278.tex","Scarlet","scarlet","","","",""
104,"ui/icon/060000/060278.tex","Scarlet","scarlet","","","",""
105,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
106,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
107,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
108,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
109,"ui/icon/060000/060279.tex","Flames","fiery","","","",""
110,"ui/icon/060000/060280.tex","Tsunamis","wet","","","",""
111,"ui/icon/060000/060281.tex","Cyclones","cyclonic","","","",""
112,"ui/icon/060000/060282.tex","Geostorms","shakey","","","",""
113,"ui/icon/060000/060283.tex","True Blue","true blue","","","",""
114,"ui/icon/060000/060283.tex","True Blue","true blue","","","",""
115,"ui/icon/060000/060283.tex","True Blue","true blue","","","",""
116,"ui/icon/060000/060284.tex","Umbral Turbulence","umbrally turbulent","","","",""
117,"ui/icon/060000/060283.tex","True Blue","true blue","","","",""
118,"ui/icon/060000/060221.tex","Everlasting Light","bright","","","",""
119,"ui/icon/060000/060253.tex","Gales","gusty","","","",""
120,"ui/icon/060000/060287.tex","Termination","terminal","","","",""
121,"ui/icon/060000/060287.tex","Termination","terminal","","","",""
122,"ui/icon/060000/060285.tex","Dreams","dreamy","","","",""
123,"ui/icon/060000/060285.tex","Dreams","dreamy","","","",""
124,"ui/icon/060000/060285.tex","Dreams","dreamy","","","",""
125,"ui/icon/060000/060286.tex","Brilliance","brilliant","","","",""
126,"ui/icon/060000/060286.tex","Brilliance","brilliant","","","",""
127,"ui/icon/060000/060287.tex","Termination","terminal","","","",""
128,"ui/icon/060000/060287.tex","Termination","terminal","","","",""
129,"ui/icon/060000/060221.tex","Everlasting Light","bright","","","",""
130,"ui/icon/060000/060254.tex","Eruptions","erupting","","","",""
131,"ui/icon/060000/060287.tex","Termination","terminal","","","",""
132,"ui/icon/060000/060202.tex","Fair Skies","fair","","","",""
133,"ui/icon/060000/060288.tex","Umbral Flare","darkly burning","","","",""
134,"ui/icon/060000/060289.tex","Umbral Duststorm","darkly dusty","","","",""
135,"ui/icon/060000/060290.tex","Umbral Levin","darkly thunderous","","","",""
136,"ui/icon/060000/060291.tex","Umbral Tempest","darkly tempestuous","","","",""
137,"ui/icon/060000/060296.tex","Starshower","calamitous","","","",""
138,"ui/icon/060000/060294.tex","Delirium","delirium","","","",""
139,"ui/icon/060000/060203.tex","Clouds","overcast","","","",""
140,"ui/icon/060000/060203.tex","Clouds","overcast","","","",""
141,"ui/icon/060000/060260.tex","Irradiance","irradiant","","","",""
142,"ui/icon/060000/060260.tex","Irradiance","irradiant","","","",""
143,"ui/icon/060000/060259.tex","Storm Clouds","threatened by rain","","","",""
144,"ui/icon/060000/060295.tex","Firestorm","hellacious","","","",""
145,"ui/icon/060000/060292.tex","Spectral Current","spectral","","","",""
146,,"","","","","",""
147,"ui/icon/060000/060297.tex","Climactic","climactic","","","",""
