key,0
#,Chapter
int32,QuestRedoChapter
0.0,"QuestRedoChapter#0"
1.0,"QuestRedoChapter#22"
2.0,"QuestRedoChapter#17"
2.1,"QuestRedoChapter#18"
2.2,"QuestRedoChapter#19"
2.3,"QuestRedoChapter#20"
2.4,"QuestRedoChapter#21"
2.5,"QuestRedoChapter#22"
2.6,"QuestRedoChapter#23"
2.7,"QuestRedoChapter#24"
2.8,"QuestRedoChapter#29"
2.9,"QuestRedoChapter#145"
2.10,"QuestRedoChapter#146"
2.11,"QuestRedoChapter#148"
3.0,"QuestRedoChapter#19"
3.1,"QuestRedoChapter#20"
3.2,"QuestRedoChapter#21"
3.3,"QuestRedoChapter#22"
3.4,"QuestRedoChapter#23"
3.5,"QuestRedoChapter#24"
3.6,"QuestRedoChapter#29"
3.7,"QuestRedoChapter#145"
3.8,"QuestRedoChapter#146"
3.9,"QuestRedoChapter#148"
4.0,"QuestRedoChapter#22"
4.1,"QuestRedoChapter#23"
4.2,"QuestRedoChapter#24"
4.3,"QuestRedoChapter#29"
4.4,"QuestRedoChapter#145"
4.5,"QuestRedoChapter#146"
4.6,"QuestRedoChapter#148"
5.0,"QuestRedoChapter#22"
5.1,"QuestRedoChapter#23"
5.2,"QuestRedoChapter#24"
5.3,"QuestRedoChapter#145"
5.4,"QuestRedoChapter#146"
5.5,"QuestRedoChapter#148"
6.0,"QuestRedoChapter#136"
6.1,"QuestRedoChapter#137"
6.2,"QuestRedoChapter#138"
6.3,"QuestRedoChapter#139"
6.4,"QuestRedoChapter#140"
6.5,"QuestRedoChapter#143"
6.6,"QuestRedoChapter#144"
6.7,"QuestRedoChapter#145"
6.8,"QuestRedoChapter#148"
6.9,"QuestRedoChapter#147"
7.0,"QuestRedoChapter#140"
7.1,"QuestRedoChapter#147"
8.0,"QuestRedoChapter#143"
8.1,"QuestRedoChapter#144"
8.2,"QuestRedoChapter#145"
8.3,"QuestRedoChapter#140"
8.4,"QuestRedoChapter#147"
8.5,"QuestRedoChapter#148"
9.0,"QuestRedoChapter#145"
9.1,"QuestRedoChapter#148"
10.0,"QuestRedoChapter#144"
10.1,"QuestRedoChapter#145"
10.2,"QuestRedoChapter#140"
10.3,"QuestRedoChapter#147"
10.4,"QuestRedoChapter#148"
11.0,"QuestRedoChapter#72"
11.1,"QuestRedoChapter#73"
11.2,"QuestRedoChapter#74"
11.3,"QuestRedoChapter#75"
12.0,"QuestRedoChapter#76"
12.1,"QuestRedoChapter#77"
12.2,"QuestRedoChapter#78"
12.3,"QuestRedoChapter#79"
13.0,"QuestRedoChapter#86"
13.1,"QuestRedoChapter#87"
13.2,"QuestRedoChapter#88"
13.3,"QuestRedoChapter#89"
14.0,"QuestRedoChapter#90"
14.1,"QuestRedoChapter#91"
14.2,"QuestRedoChapter#92"
14.3,"QuestRedoChapter#93"
14.4,"QuestRedoChapter#127"
14.5,"QuestRedoChapter#128"
14.6,"QuestRedoChapter#129"
14.7,"QuestRedoChapter#130"
15.0,"QuestRedoChapter#98"
15.1,"QuestRedoChapter#99"
15.2,"QuestRedoChapter#100"
15.3,"QuestRedoChapter#101"
16.0,"QuestRedoChapter#102"
16.1,"QuestRedoChapter#103"
16.2,"QuestRedoChapter#104"
16.3,"QuestRedoChapter#105"
17.0,"QuestRedoChapter#106"
17.1,"QuestRedoChapter#107"
17.2,"QuestRedoChapter#108"
17.3,"QuestRedoChapter#109"
18.0,"QuestRedoChapter#113"
18.1,"QuestRedoChapter#114"
18.2,"QuestRedoChapter#115"
18.3,"QuestRedoChapter#116"
19.0,"QuestRedoChapter#123"
19.1,"QuestRedoChapter#124"
19.2,"QuestRedoChapter#125"
19.3,"QuestRedoChapter#126"
20.0,"QuestRedoChapter#147"
21.0,"QuestRedoChapter#147"
22.0,"QuestRedoChapter#145"
22.1,"QuestRedoChapter#146"
22.2,"QuestRedoChapter#148"
