key,0
#,
int32,str
0,""
1,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ファストブレード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サベッジブレード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「レイジ・オブ・ハルオーネ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
2,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ファストブレード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ライオットソード」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ロイヤルアソリティ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>

<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>※「忠義の剣」効果中は、「ロイエ」に変化する。<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
3,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヘヴィスウィング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スカルサンダー」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ボーラアクス」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
4,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ヘヴィスウィング」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「メイム」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「シュトルムヴィント」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
5,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハードスラッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「スピンスラッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「パワースラッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
6,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ハードスラッシュ」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「サイフォンストライク」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「ソウルイーター」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
7,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「連撃」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「正拳突き」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「崩拳」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
8,"コンボ用アクション。
使用するごとに以下のウェポンスキルを順番に発動する。
次に発動するウェポンスキルの発動条件を満たしていなかった場合は、最初のウェポンスキルに戻る。

1：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「双竜脚」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
2：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「双掌打」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
3：<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「破砕拳」<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
