key,0,1,2
#,Race,ENpcBase[0],ENpcBase[1]
int32,HousingEmploymentNpcRace,ENpcBase,ENpcBase
0.0,"ヒューラン",,
1.0,"ヒューラン","ENpcBase#1008837","ENpcBase#1008838"
1.1,"エレゼン","ENpcBase#1008839","ENpcBase#1008840"
1.2,"ララフェル","ENpcBase#1008841","ENpcBase#1008842"
1.3,"ミコッテ","ENpcBase#1008843","ENpcBase#1008844"
1.4,"ルガディン","ENpcBase#1008845","ENpcBase#1008846"
1.5,"アウラ","ENpcBase#1013117","ENpcBase#1013118"
2.0,"ヒューラン","ENpcBase#1008847","ENpcBase#1008848"
2.1,"エレゼン","ENpcBase#1008849","ENpcBase#1008850"
2.2,"ララフェル","ENpcBase#1008851","ENpcBase#1008852"
2.3,"ミコッテ","ENpcBase#1008853","ENpcBase#1008854"
2.4,"ルガディン","ENpcBase#1008855","ENpcBase#1008856"
2.5,"アウラ","ENpcBase#1013119","ENpcBase#1013120"
3.0,"ヒューラン","ENpcBase#1008867","ENpcBase#1008868"
3.1,"エレゼン","ENpcBase#1008869","ENpcBase#1008870"
3.2,"ララフェル","ENpcBase#1008871","ENpcBase#1008872"
3.3,"ミコッテ","ENpcBase#1008873","ENpcBase#1008874"
3.4,"ルガディン","ENpcBase#1008875","ENpcBase#1008876"
3.5,"アウラ","ENpcBase#1013121","ENpcBase#1013122"
4.0,"ヒューラン","ENpcBase#1016176","ENpcBase#1016177"
4.1,"エレゼン","ENpcBase#1016178","ENpcBase#1016179"
4.2,"ララフェル","ENpcBase#1016180","ENpcBase#1016181"
4.3,"ミコッテ","ENpcBase#1016182","ENpcBase#1016183"
4.4,"ルガディン","ENpcBase#1016184","ENpcBase#1016185"
4.5,"アウラ","ENpcBase#1016186","ENpcBase#1016187"
5.0,"ヒューラン","ENpcBase#1018272","ENpcBase#1018273"
5.1,"エレゼン","ENpcBase#1018274","ENpcBase#1018275"
5.2,"ララフェル","ENpcBase#1018276","ENpcBase#1018277"
5.3,"ミコッテ","ENpcBase#1018278","ENpcBase#1018279"
5.4,"ルガディン","ENpcBase#1018280","ENpcBase#1018281"
5.5,"アウラ","ENpcBase#1018282","ENpcBase#1018283"
6.0,"ヒューラン","ENpcBase#1018662","ENpcBase#1018663"
6.1,"エレゼン","ENpcBase#1018664","ENpcBase#1018665"
6.2,"ララフェル","ENpcBase#1018666","ENpcBase#1018667"
6.3,"ミコッテ","ENpcBase#1018668","ENpcBase#1018669"
6.4,"ルガディン","ENpcBase#1018670","ENpcBase#1018671"
6.5,"アウラ","ENpcBase#1018672","ENpcBase#1018673"
7.0,"ヒューラン","ENpcBase#1018674","ENpcBase#1018675"
7.1,"エレゼン","ENpcBase#1018676","ENpcBase#1018677"
7.2,"ララフェル","ENpcBase#1018678","ENpcBase#1018679"
7.3,"ミコッテ","ENpcBase#1018680","ENpcBase#1018681"
7.4,"ルガディン","ENpcBase#1018682","ENpcBase#1018683"
7.5,"アウラ","ENpcBase#1018684","ENpcBase#1018685"
8.0,"ヒューラン","ENpcBase#1018686","ENpcBase#1018687"
8.1,"エレゼン","ENpcBase#1018688","ENpcBase#1018689"
