key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
#,ShortCode,TerritoryType,ContentLinkType,Content,PvP,,,,AcceptClassJobCategory,ContentMemberType,,,,UnlockQuest,,,ClassJobLevel{Required},ClassJobLevel{Sync},ItemLevel{Required},ItemLevel{Sync},,AllowUndersized,,AllowReplacement,,AllowExplorerMode,,,,,,HighEndDuty,,,,,DutyRecorderAllowed,,,,,Name,NameShort,ContentType,TransientKey,Transient,SortKey,Image,Icon,,,,,LevelingRoulette,HighLevelRoulette,MSQRoulette,GuildHestRoulette,ExpertRoulette,TrialRoulette,DailyFrontlineChallenge,LevelCapRoulette,MentorRoulette,,,,,,AllianceRoulette,FeastTeamRoulette,NormalRaidRoulette,,,,,,,,,,,,,,,,,,,,,,
int32,str,TerritoryType,byte,Row,bit&01,byte,uint32,uint32,ClassJobCategory,ContentMemberType,byte,byte,byte,Quest,byte,uint32,byte,byte,uint16,uint16,bit&02,bit&04,bit&08,bit&10,bit&20,bit&40,bit&80,byte,bit&01,bit&02,bit&04,byte,bit&08,bit&10,bit&20,bit&40,bit&80,bit&01,bit&02,str,str,byte,byte,ContentType,uint16,Row,uint32,Image,Image,bit&04,byte,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool,bool
0,"",,0,,False,0,0,0,"战斗精英 魔法导师","ContentMemberType#0",0,0,0,,0,0,0,0,0,0,False,False,True,True,False,False,False,0,False,False,False,0,False,False,False,True,False,False,False,"","",0,0,"",0,,0,,,True,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,"f1r1_re","f1r1_re",1,"InstanceContent#1",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,24,27,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"监狱废墟托托·拉克千狱","",2,6,"随机任务",5,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,"f1d1_re","f1d1_re",1,"InstanceContent#2",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,16,19,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"地下灵殿塔姆·塔拉墓园","",2,6,"迷宫挑战",2,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,"w1d1_re","w1d1_re",1,"InstanceContent#3",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,17,20,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"封锁坑道铜铃铜山","",2,6,"行会令",3,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,"s1d1_re","s1d1_re",1,"InstanceContent#4",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,15,18,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"天然要害沙斯塔夏溶洞","",2,6,"讨伐歼灭战",1,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,"r1r2","r1r2",1,"InstanceContent#5",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,47,49,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"毒雾洞窟黄金谷","",2,6,"大型任务",12,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,"f1d2_re","f1d2_re",1,"InstanceContent#6",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,28,31,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"名门府邸静语庄园","",2,6,"对战",6,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,"w1d2","w1d2",1,"InstanceContent#7",False,0,0,0,"战斗精英 魔法导师","ContentMemberType#2",0,0,0,,0,0,20,23,0,0,False,True,True,True,False,False,False,1,True,False,True,0,False,False,False,True,False,False,False,"魔兽领域日影地修炼所","",2,6,"任务战斗",4,,0,,,True,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
