key,0,1,2
#,Category,Item,Patch
int32,YardCatalogCategory,Item,uint16
0,"Miscellaneous","Amalj'aa Supply Carriage",410
1,"Plants","Shroud Broadleaf",410
2,"Stepping Stones/Stepladders","Unbreakable Rock",410
3,"Interactive Furnishings","Moogle Letter Box",410
4,"Miscellaneous","Campfire",410
5,"Miscellaneous","Linen Parasol",410
6,"Miscellaneous","Lotus Parasol",410
7,"Tables","Walnut Table",410
8,"Tables","Mythril Table",410
9,"Chairs ","Brass Bench",410
10,"Chairs ","Oaken Bench",410
11,"Miscellaneous","Savage Arc of Triumph",410
12,"Plants","Half Barrel Planter",410
13,"Plants","Low Barrel Planter",410
14,"Plants","Island Palm",410
15,"Plants","Desert Ironwood",410
16,"Stepping Stones/Stepladders","Mossy Rock",410
17,"Lighting","Riviera Lamppost",410
18,"Miscellaneous","Crofter's Wain",410
19,"Miscellaneous","Amalj'aa Pavis Shield",410
20,"Chairs ","Stump Stool",410
21,"Interactive Furnishings","Miniature Aetheryte",410
22,"Miscellaneous","Firewood",410
23,"Lighting","Sylphic Lamp Tree",410
24,"Lighting","Sylphic Lamppost",410
25,"Lighting","Cragsoul Lamp",410
26,"Plants","Blue Coral Formation",410
27,"Lighting","Titanic Cragsoul Lamp",410
28,"Ponds/Fountains","Wavesoul Fount",410
29,"Ponds/Fountains","Tidal Wavesoul Fount",410
30,"Miscellaneous","Dark Divinity Falleth",410
31,"Miscellaneous","Bertha Cannon",410
32,"Miscellaneous","Cannonballs",410
33,"Lighting","Stone Vigil Beacon",410
34,"Plants","Bloodblossoms",410
35,"Plants","Death's Fingers",410
36,"Plants","Turnkey's Cups",410
37,"Plants","Pyrepods",410
38,"Plants","Ghostmaws",410
39,"Lighting","Amdapori Beacon",410
40,"Interactive Furnishings","Regal Letter Box",410
41,"Tables","Carbuncle Garden Table",410
42,"Chairs ","Carbuncle Garden Bench",410
43,"Interactive Furnishings","Riviera Striking Dummy",410
44,"Interactive Furnishings","Oasis Striking Dummy",410
45,"Interactive Furnishings","Glade Striking Dummy",410
