key,0,1,2,3,4,5
#,,,,,,
int32,byte,int32,int32,str,str,str
0,0,0,0,"無効","無効","無効"
1,1,0,0,"ワールド全体","world","ワールド全体"
2,2,500,1,"リムサ・ロミンサ","Limsa Lominsa","リムサ・ロミンサ"
3,3,502,1,"ラノシア","La Noscea","ラノシア"
4,4,501,1,"ウルヴズジェイル","The Wolves' Den","ウルヴズジェイル"
5,5,506,2,"グリダニア","Gridania","グリダニア"
6,6,507,2,"黒衣森","The Black Shroud","黒衣森"
7,7,504,3,"ウルダハ","Ul'dah","ウルダハ"
8,8,505,3,"ザナラーン","Thanalan","ザナラーン"
9,9,503,3,"ゴールドソーサー","The Gold Saucer","ゴールドソーサー"
10,10,512,4,"イシュガルド","Ishgard","イシュガルド"
11,11,508,4,"クルザス","Coerthas","クルザス"
12,12,510,4,"アバラシア","Abalathia's Spine","アバラシア"
13,13,4136,4,"イディルシャイア","Idyllshire","イディルシャイア"
14,14,511,4,"ドラヴァニア","Dravania","ドラヴァニア"
15,15,4137,5,"ラールガーズリーチ","Rhalgr's Reach","ラールガーズリーチ"
16,16,514,5,"ギラバニア","Gyr Abania","ギラバニア"
17,17,513,6,"クガネ","Kugane","クガネ"
18,18,515,6,"オサード","Othard","オサード"
19,19,3745,7,"ラザハン","Radz-at-Han","ラザハン"
20,20,3741,7,"サベネア島","Thavnair","サベネア島"
21,21,4138,7,"ガレマルド","Garlemald","ガレマルド"
22,22,516,8,"クリスタリウム","The Crystarium","クリスタリウム"
23,23,517,8,"ユールモア","Eulmore","ユールモア"
24,24,518,8,"ノルヴラント","Norvrandt","ノルヴラント"
25,25,509,9,"モードゥナ","Mor Dhona","モードゥナ"
26,26,3744,9,"オールド・シャーレアン","Old Sharlayan","オールド・シャーレアン"
27,27,3740,9,"ラヴィリンソス","Labyrinthos","ラヴィリンソス"
28,28,3742,9,"星外宙域","The Sea of Stars","星外宙域"
29,29,3743,9,"古代世界","The World Unsundered","古代世界"
30,30,519,9,"その他エリア","Elsewhere","その他エリア"
