key,0,1,2,3,4,5,6
#,BNpcBase,Size,,,Reward[0],Reward[1],Icon
int32,BNpcBase,byte,byte,byte,Item,Item,Image
0,"BNpcBase#0",0,0,0,"","",
1,"BNpcBase#14906",1,1,1,"牧场动物的绒毛","牧场动物的乳汁","ui/icon/070000/070121.tex"
2,"BNpcBase#14907",1,2,1,"牧场动物的乳汁","牧场动物的绒毛","ui/icon/070000/070122.tex"
3,"BNpcBase#14908",1,1,2,"牧场动物的尖爪","牧场动物的兽毛","ui/icon/070000/070123.tex"
4,"BNpcBase#14909",1,2,2,"牧场动物的兽毛","牧场动物的尖爪","ui/icon/070000/070124.tex"
5,"BNpcBase#14910",1,1,3,"牧场动物的绒毛","牧场动物的鸟蛋","ui/icon/070000/070125.tex"
6,"BNpcBase#14911",1,2,3,"牧场动物的鸟蛋","牧场动物的绒毛","ui/icon/070000/070126.tex"
7,"BNpcBase#14912",1,1,4,"牧场动物的尖爪","牧场动物的兽毛","ui/icon/070000/070127.tex"
8,"BNpcBase#14913",1,2,4,"牧场动物的兽毛","牧场动物的尖爪","ui/icon/070000/070128.tex"
9,"BNpcBase#14914",1,1,5,"牧场动物的尖牙","牧场动物的甲壳","ui/icon/070000/070129.tex"
10,"BNpcBase#14915",1,2,5,"牧场动物的甲壳","牧场动物的尖牙","ui/icon/070000/070130.tex"
11,"BNpcBase#14916",2,1,6,"牧场动物的鸟蛋","牧场动物的羽毛","ui/icon/070000/070131.tex"
12,"BNpcBase#14917",2,2,6,"牧场动物的羽毛","牧场动物的鸟蛋","ui/icon/070000/070132.tex"
13,"BNpcBase#14918",2,1,7,"牧场动物的兽毛","牧场动物的乳汁","ui/icon/070000/070133.tex"
14,"BNpcBase#14919",2,2,7,"牧场动物的兽毛","牧场动物的角片","ui/icon/070000/070134.tex"
15,"BNpcBase#14920",2,1,8,"牧场动物的兽毛","牧场动物的羽毛","ui/icon/070000/070135.tex"
16,"BNpcBase#14921",2,2,8,"牧场动物的羽毛","牧场动物的兽毛","ui/icon/070000/070136.tex"
17,"BNpcBase#14922",2,1,9,"牧场动物的甲壳","牧场动物的尖爪","ui/icon/070000/070137.tex"
18,"BNpcBase#14923",2,2,9,"牧场动物的尖爪","牧场动物的甲壳","ui/icon/070000/070138.tex"
19,"BNpcBase#14924",3,1,10,"牧场动物的乳汁","牧场动物的角片","ui/icon/070000/070139.tex"
20,"BNpcBase#14925",3,2,10,"牧场动物的角片","牧场动物的乳汁","ui/icon/070000/070140.tex"
21,"BNpcBase#14926",3,1,13,"牧场动物的乳汁","牧场动物的角片","ui/icon/070000/070141.tex"
22,"BNpcBase#14927",3,2,13,"牧场动物的角片","牧场动物的绒毛","ui/icon/070000/070142.tex"
23,"BNpcBase#14928",3,1,11,"牧场动物的鸟蛋","牧场动物的羽毛","ui/icon/070000/070143.tex"
24,"BNpcBase#14929",3,2,11,"牧场动物的羽毛","牧场动物的鸟蛋","ui/icon/070000/070144.tex"
25,"BNpcBase#14930",1,3,12,"牧场动物的绒毛","牧场动物的兽毛","ui/icon/070000/070145.tex"
26,"BNpcBase#14931",1,3,14,"牧场动物的甲壳","牧场动物的尖爪","ui/icon/070000/070146.tex"
27,"BNpcBase#14932",2,3,15,"牧场动物的尖爪","牧场动物的绒毛","ui/icon/070000/070147.tex"
28,"BNpcBase#14933",3,3,16,"牧场动物的尖爪","牧场动物的尖牙","ui/icon/070000/070148.tex"
29,"BNpcBase#14934",3,3,17,"牧场动物的尖牙","牧场动物的尖爪","ui/icon/070000/070149.tex"
30,"BNpcBase#14935",3,3,18,"牧场动物的羽毛","牧场动物的尖爪","ui/icon/070000/070150.tex"
31,"BNpcBase#16068",2,3,21,"牧场动物的尖牙","牧场动物的兽毛","ui/icon/070000/070151.tex"
32,"BNpcBase#16069",1,3,22,"牧场动物的甲壳","牧场动物的尖牙","ui/icon/070000/070152.tex"
