key,0,1,2,3,4,5,6,7
#,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL
int32,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe,Recipe
1602,"","Bronze Bastard Sword","","","","","",""
1603,"","Viking Sword","","","","","",""
1604,"Ash Macuahuitl","","","","","","",""
1605,"","Bronze Spatha","","","","","",""
1607,"","Brass Bastard Sword","","","","","",""
1609,"","Brass Viking Sword","","","","","",""
1611,"","Carnage Sword","","","","","",""
1614,"","Iron Shortsword","","","","","",""
1622,"","Iron Spatha","","","","","",""
1625,"","Steel Broadsword","","","","","",""
1627,"Elm Macuahuitl","","","","","","",""
1633,"","Steel Falchion","","","","","",""
1635,"","Vintage Bastard Sword","","","","","",""
1637,"Walnut Macuahuitl","","","","","","",""
1639,"","Steel Longsword","","","","","",""
1642,"","Goblin Scimitar","","","","","",""
1643,"","Mythril Broadsword","","","","","",""
1648,"","Vintage Viking Sword","","","","","",""
1649,"","Goblin Longsword","","","","","",""
1650,"Plumed Oak Macuahuitl","","","","","","",""
1657,"","Cobalt Katzbalger","","","","","",""
1659,"","Cobalt Shamshir","","","","","",""
1663,"","Cobalt Winglet","","","","","",""
1666,"","","","","","","Giantsgall Longsword",""
1670,"","Aeolian Scimitar","","","","","",""
1673,"","Mailbreaker","","","","","",""
1681,"","","","Bone Hora","","","",""
1682,"","","","","Leather Himantes","","",""
1683,"","","","Ramhorn Claws","","","",""
1684,"","Bronze Knuckles","","","","","",""
1685,"","","","","Hard Leather Himantes","","",""
1686,"","Brass Knuckles","","","","","",""
1688,"","","","","Hard Leather Cesti","","",""
1694,"","Spiked Knuckles","","","","","",""
1697,"","","","","Toadskin Cesti","","",""
1699,"","Steel Claws","","","","","",""
1706,"","","","Crabshell Hora","","","",""
1708,"","","","","Boarskin Himantes","","",""
1711,"","Mythril Claws","","","","","",""
1716,"","","","Tortoiseshell Hora","","","",""
1723,"","Cobalt Knuckles","","","","","",""
1728,"","","","","Peisteskin Cesti","","",""
1732,"","","","Vintage Hora","","","",""
1733,"","Cobalt Claws","","","","","",""
1736,"","","","","","","Giantsgall Claws",""
1740,"","","","","Wildling's Cesti","","",""
