key,0,1,2,3,4,5,6,7,8,9,10,11,12,13
#,IsRandom,ClassJobCategory,RetainerLevel,,RetainerTaskParameter,VentureCost,MaxTime{min},Experience,RequiredItemLevel,ConditionParam[0],ConditionParam[1],RequiredGathering,,Task
int32,bit&01,ClassJobCategory,byte,uint16,RetainerTaskParameter,uint16,uint16,int32,uint16,byte,byte,uint16,uint16,Row
0,False,"",1,0,"RetainerTaskParameter#1",1,0,0,0,0,0,0,0,""
1,False,"ファイター ソーサラー",1,0,"RetainerTaskParameter#1",1,60,500,0,0,0,0,0,"柔らかな粗皮"
2,False,"ファイター ソーサラー",2,0,"RetainerTaskParameter#2",1,60,800,0,0,0,0,0,"丈夫な腱"
3,False,"ファイター ソーサラー",3,0,"RetainerTaskParameter#3",1,60,800,0,0,0,0,0,"シュリークシュルーム"
4,False,"ファイター ソーサラー",4,0,"RetainerTaskParameter#4",1,60,1400,0,0,0,0,0,"蜂蜜"
5,False,"ファイター ソーサラー",5,0,"RetainerTaskParameter#5",1,60,1400,0,0,0,0,0,"ラムの角"
6,False,"ファイター ソーサラー",6,0,"RetainerTaskParameter#6",1,60,3000,0,0,0,0,0,"百獣の血"
7,False,"ファイター ソーサラー",7,0,"RetainerTaskParameter#7",1,60,3000,0,0,0,0,0,"マーモットの肉"
8,False,"ファイター ソーサラー",8,0,"RetainerTaskParameter#8",1,60,5000,0,0,0,0,0,"ざらついた粗皮"
9,False,"ファイター ソーサラー",9,0,"RetainerTaskParameter#9",1,60,5000,0,0,0,0,0,"マトンのロイン"
10,False,"ファイター ソーサラー",10,0,"RetainerTaskParameter#10",1,60,7400,0,0,0,0,0,"バットの牙"
11,False,"ファイター ソーサラー",10,0,"RetainerTaskParameter#10",1,60,7400,0,0,0,0,0,"ローズリングの葉"
12,False,"ファイター ソーサラー",10,0,"RetainerTaskParameter#10",1,60,7400,0,0,0,0,0,"しなやかな腱"
13,False,"ファイター ソーサラー",11,0,"RetainerTaskParameter#11",1,60,7400,0,0,0,0,0,"ドードーの笹身"
14,False,"ファイター ソーサラー",11,0,"RetainerTaskParameter#11",1,60,7400,0,0,0,0,0,"ジェリーフィッシュの刺胞"
15,False,"ファイター ソーサラー",12,0,"RetainerTaskParameter#12",1,60,10200,0,0,0,0,0,"モールの肉"
16,False,"ファイター ソーサラー",12,0,"RetainerTaskParameter#12",1,60,10200,0,0,0,0,0,"プークの翼"
17,False,"ファイター ソーサラー",13,0,"RetainerTaskParameter#13",1,60,10200,0,0,0,0,0,"スラッグの粘液"
18,False,"ファイター ソーサラー",14,0,"RetainerTaskParameter#14",1,60,13100,0,0,0,0,0,"ドードーの卵"
19,False,"ファイター ソーサラー",14,0,"RetainerTaskParameter#14",1,60,13100,0,0,0,0,0,"バットの翼"
20,False,"ファイター ソーサラー",15,0,"RetainerTaskParameter#15",1,60,13100,0,0,0,0,0,"アンテロープの角"
21,False,"ファイター ソーサラー",15,0,"RetainerTaskParameter#15",1,60,13100,0,0,0,0,0,"グゥーブーの牙"
22,False,"ファイター ソーサラー",15,0,"RetainerTaskParameter#15",1,60,13100,0,0,0,0,0,"ラセットヤーゾンの足"
23,False,"ファイター ソーサラー",16,0,"RetainerTaskParameter#16",1,60,17400,0,0,0,0,0,"インプの翼"
24,False,"ファイター ソーサラー",17,0,"RetainerTaskParameter#17",1,60,17400,0,0,0,0,0,"ジェリーフィッシュの傘"
25,False,"ファイター ソーサラー",18,0,"RetainerTaskParameter#18",1,60,21900,0,0,0,0,0,"アルドゴートの粗皮"
26,False,"ファイター ソーサラー",19,0,"RetainerTaskParameter#19",1,60,21900,0,0,0,0,0,"ドードーの羽根"
27,False,"ファイター ソーサラー",20,0,"RetainerTaskParameter#20",1,60,24900,0,0,0,0,0,"メガロクラブの甲殻"
28,False,"ファイター ソーサラー",21,0,"RetainerTaskParameter#21",1,60,24900,1,0,0,0,0,"アンテロープのスネ肉"
29,False,"ファイター ソーサラー",22,0,"RetainerTaskParameter#22",1,60,26100,2,0,0,0,0,"メガロクラブの足"
30,False,"ファイター ソーサラー",23,0,"RetainerTaskParameter#23",1,60,26100,3,0,0,0,0,"アリオンの酸液"
31,False,"ファイター ソーサラー",24,0,"RetainerTaskParameter#24",1,60,27200,4,0,0,0,0,"ダイアマイトウェブ"
32,False,"ファイター ソーサラー",25,0,"RetainerTaskParameter#25",1,60,27200,5,0,0,0,0,"アルドゴートの角"
33,False,"ファイター ソーサラー",25,0,"RetainerTaskParameter#25",1,60,27200,5,0,0,0,0,"甲鱗の血"
34,False,"ファイター ソーサラー",25,0,"RetainerTaskParameter#25",1,60,27200,5,0,0,0,0,"ウルフの牙"
35,False,"ファイター ソーサラー",25,0,"RetainerTaskParameter#25",1,60,27200,5,0,0,0,0,"トレントの樹液"
36,False,"ファイター ソーサラー",25,0,"RetainerTaskParameter#25",1,60,27200,5,0,0,0,0,"アルドゴートの肩ロース"
37,False,"ファイター ソーサラー",25,0,"RetainerTaskParameter#25",1,60,27200,5,0,0,0,0,"ダイアマイトの腱"
38,False,"ファイター ソーサラー",26,0,"RetainerTaskParameter#26",1,60,32100,6,0,0,0,0,"ギガントードの粗皮"
39,False,"ファイター ソーサラー",26,0,"RetainerTaskParameter#26",1,60,32100,6,0,0,0,0,"ボムの灰"
40,False,"ファイター ソーサラー",27,0,"RetainerTaskParameter#27",1,60,32100,7,0,0,0,0,"プークの卵"
41,False,"ファイター ソーサラー",28,0,"RetainerTaskParameter#28",1,60,34500,8,0,0,0,0,"ワイルドミルク"
42,False,"ファイター ソーサラー",28,0,"RetainerTaskParameter#28",1,60,34500,8,0,0,0,0,"オロボンの肝臓"
43,False,"ファイター ソーサラー",29,0,"RetainerTaskParameter#29",1,60,34500,9,0,0,0,0,"ボッグヤーゾンの足"
44,False,"ファイター ソーサラー",29,0,"RetainerTaskParameter#29",1,60,34500,9,0,0,0,0,"サボテンダーの針"
45,False,"ファイター ソーサラー",30,0,"RetainerTaskParameter#30",1,60,35200,10,0,0,0,0,"サンドウォームの牙"
46,False,"ファイター ソーサラー",30,0,"RetainerTaskParameter#30",1,60,35200,10,0,0,0,0,"フライトラップの葉"
47,False,"ファイター ソーサラー",30,0,"RetainerTaskParameter#30",1,60,35200,10,0,0,0,0,"モルボルのつる"
48,False,"ファイター ソーサラー",31,0,"RetainerTaskParameter#31",1,60,35200,11,0,0,0,0,"蟻酸"
49,False,"ファイター ソーサラー",32,0,"RetainerTaskParameter#32",1,60,38600,12,0,0,0,0,"ラプトルのモモ肉"
50,False,"ファイター ソーサラー",32,0,"RetainerTaskParameter#32",1,60,38600,12,0,0,0,0,"ヒッポグリフの腱"
51,False,"ファイター ソーサラー",33,0,"RetainerTaskParameter#33",1,60,38600,13,0,0,0,0,"ボアの粗皮"
52,False,"ファイター ソーサラー",34,0,"RetainerTaskParameter#34",1,60,40800,14,0,0,0,0,"ペイストの粗皮"
53,False,"ファイター ソーサラー",35,0,"RetainerTaskParameter#35",1,60,40800,15,0,0,0,0,"フリース"
54,False,"ファイター ソーサラー",36,0,"RetainerTaskParameter#36",1,60,44800,16,0,0,0,0,"六識の血"
55,False,"ファイター ソーサラー",37,0,"RetainerTaskParameter#37",1,60,44800,17,0,0,0,0,"カラクールの粗皮"
56,False,"ファイター ソーサラー",38,0,"RetainerTaskParameter#38",1,60,49000,18,0,0,0,0,"グレネードの灰"
57,False,"ファイター ソーサラー",39,0,"RetainerTaskParameter#39",1,60,49000,19,0,0,0,0,"ラプトルの腱"
58,False,"ファイター ソーサラー",40,0,"RetainerTaskParameter#40",1,60,52600,20,0,0,0,0,"オチューのつる"
59,False,"ファイター ソーサラー",41,0,"RetainerTaskParameter#41",1,60,52600,21,0,0,0,0,"プリンの肉"
60,False,"ファイター ソーサラー",42,0,"RetainerTaskParameter#42",1,60,54200,22,0,0,0,0,"バジリスクの卵"
61,False,"ファイター ソーサラー",43,0,"RetainerTaskParameter#43",1,60,54200,23,0,0,0,0,"バッファローのサーロイン"
62,False,"ファイター ソーサラー",44,0,"RetainerTaskParameter#44",1,60,55700,24,0,0,0,0,"アプカルの卵"
63,False,"ファイター ソーサラー",45,0,"RetainerTaskParameter#45",1,60,55700,25,0,0,0,0,"アプカルの綿毛"
64,False,"ファイター ソーサラー",46,0,"RetainerTaskParameter#46",1,60,61900,26,0,0,0,0,"アーリマンの翼"
