key,0,1,2,3
#,SatisfactionLevel,SatisfactionNpc,Quest,
int32,byte,SatisfactionNpc,Quest,byte
0.0,0,"红",,0
1.0,4,"艾尔·图","逼近崖畔亭的黑影",1
1.1,4,"红","逼近崖畔亭的黑影",1
1.2,4,"红","逼近崖畔亭的黑影",2
1.3,4,"狄兰达尔伯爵","逼近崖畔亭的黑影",3
2.0,4,"艾尔·图","凯·希尔的观光客战略",1
2.1,4,"红","凯·希尔的观光客战略",2
2.2,4,"狄兰达尔伯爵","凯·希尔的观光客战略",3
3.0,5,"艾尔·图","龙与人的第一步",0
3.1,5,"红","龙与人的第一步",3
4.0,5,"艾尔·图","龙与人的第一步",0
4.1,5,"红","龙与人的第一步",1
4.2,5,"红","龙与人的第一步",3
5.0,4,"艾尔·图","为了扛起皇都的未来",1
5.1,4,"红","为了扛起皇都的未来",1
5.2,4,"红","为了扛起皇都的未来",2
5.3,4,"狄兰达尔伯爵","为了扛起皇都的未来",3
6.0,4,"艾尔·图","一位母亲的关爱",0
6.1,4,"狄兰达尔伯爵","一位母亲的关爱",3
7.0,4,"艾尔·图","一位母亲的关爱",0
7.1,4,"红","一位母亲的关爱",1
7.2,4,"狄兰达尔伯爵","一位母亲的关爱",3
8.0,5,"艾尔·图","安登的选择",0
8.1,5,"红","安登的选择",3
9.0,5,"艾尔·图","安登的选择",0
9.1,5,"红","安登的选择",1
9.2,5,"红","安登的选择",3
