Index,0:？
0,0.0
1,0.25
2,0.5
3,0.75
4,1.0
5,1.25
6,1.5
7,1.75
8,2.0
9,2.5
10,3.0
11,4.0
12,5.0
13,7.0
14,0.7300000190734863
15,2.700000047683716
16,0.8500000238418579
17,0.699999988079071
18,0.550000011920929
19,0.4000000059604645
20,1.0
21,0.8999999761581421
22,1.0499999523162842
23,1.0
24,0.6000000238418579
25,0.6000000238418579
26,0.8999999761581421
27,0.8500000238418579
28,1.100000023841858
29,1.100000023841858
30,1.0800000429153442
31,0.8199999928474426
32,1.0199999809265137
33,1.0700000524520874
