key,0,1,2,3
#,Image,StartTime,EndTime,
int32,Image,single,single,sbyte
0,,1000,0,0
1,"ui/icon/073000/073001.tex",53,57.5,1
2,"ui/icon/073000/073002.tex",62.4,66.9,1
3,"ui/icon/073000/073003.tex",75.8,80.3,1
4,"ui/icon/073000/073004.tex",86.4,90.9,1
5,"ui/icon/073000/073005.tex",101,105.5,1
6,"ui/icon/073000/073006.tex",115,119.5,1
7,"ui/icon/073000/073007.tex",123,127.5,1
8,"ui/icon/073000/073008.tex",138.4,142.9,1
9,"ui/icon/073000/073009.tex",151.5,156,1
10,"ui/icon/073000/073010.tex",165,169.5,1
11,"ui/icon/073000/073011.tex",178.8,183.3,1
12,"ui/icon/073000/073012.tex",189.4,193.9,1
13,"ui/icon/073000/073013.tex",200,204.5,1
14,"ui/icon/073000/073014.tex",212,216.5,1
15,"ui/icon/073000/073015.tex",239.6,244.1,1
16,"ui/icon/073000/073016.tex",255.5,260,1
17,"ui/icon/073000/073017.tex",276.5,281,1
18,"ui/icon/073000/073018.tex",284.6,289.1,1
19,"ui/icon/073000/073019.tex",301,305.5,1
20,"ui/icon/073000/073020.tex",309.5,314,1
21,"ui/icon/073000/073021.tex",317.3,321.8,1
22,"ui/icon/073000/073022.tex",331.5,336,1
23,,1000,1000,1
