key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
#,StandardFinishTime,IdealFinishTime,Act1FightType,Act1,ArenaType[1],Act2FightType,Act2,ArenaType[2],Act3FightType,Act3,ArenaType[3],ContentEntry,Order,GilReward,AlliedSealsReward,TomestonesReward
int32,uint16,uint16,byte,Row,byte,byte,Row,byte,byte,Row,byte,ContentEntry,byte,uint16,uint16,uint16
0,0,0,0,,0,0,,0,0,,0,,0,0,0,0
1,30,20,1,"AOZArrangement#1",0,0,,0,0,,0,"ContentEntry#2883642",1,3000,50,40
2,210,150,1,"AOZArrangement#2",0,1,"AOZArrangement#3",0,0,,0,"ContentEntry#2883643",2,3000,50,40
3,225,165,2,"シパクナー",0,0,,0,0,,0,"ContentEntry#2883644",3,3000,50,40
4,210,155,1,"AOZArrangement#4",0,2,"クレイオス",0,0,,0,"ContentEntry#2883645",4,3000,50,40
5,80,45,1,"AOZArrangement#5",4,0,,0,0,,0,"ContentEntry#2883646",5,3000,50,40
6,200,145,1,"AOZArrangement#6",1,1,"AOZArrangement#8",0,0,,0,"ContentEntry#2883647",6,5000,100,80
7,210,160,1,"AOZArrangement#9",0,1,"AOZArrangement#10",3,1,"AOZArrangement#11",2,"ContentEntry#2883648",7,5000,100,80
8,225,165,1,"AOZArrangement#14",0,1,"AOZArrangement#15",2,0,,0,"ContentEntry#2883649",8,5000,100,80
9,285,210,2,"ギモーヴ",4,0,,0,0,,0,"ContentEntry#2883650",9,5000,100,80
10,270,190,1,"AOZArrangement#12",0,0,,0,0,,0,"ContentEntry#2883651",10,5000,100,80
11,210,150,1,"AOZArrangement#16",0,1,"AOZArrangement#17",3,0,,0,"ContentEntry#2883652",11,5000,100,80
12,270,190,1,"AOZArrangement#18",0,2,"ヒドノラ",0,0,,0,"ContentEntry#2883653",12,5000,100,80
13,270,210,1,"AOZArrangement#13",0,2,"カーミラ",4,0,,0,"ContentEntry#2883654",13,5000,100,80
14,180,150,1,"AOZArrangement#19",2,1,"AOZArrangement#20",1,0,,0,"ContentEntry#2883655",14,5000,100,80
15,285,225,2,"闘獣システム",4,0,,0,0,,0,"ContentEntry#2883656",15,5000,100,80
16,270,210,1,"AOZArrangement#7",0,2,"ティクバラン",4,0,,0,"ContentEntry#2883657",16,5000,100,80
17,330,255,1,"AOZArrangement#21",4,2,"クレイオス",4,0,,0,"ContentEntry#2883658",17,5000,100,80
18,360,260,1,"AOZArrangement#23",0,1,"AOZArrangement#24",0,0,,0,"ContentEntry#2883659",18,5000,100,80
19,300,240,2,"リフレクティブ・レベッカ",4,2,"リフレクティブ・レベッカ",4,0,,0,"ContentEntry#2883660",19,5000,100,80
20,360,310,2,"テュポーン",0,2,"オルトロス",4,2,"テュポーン",4,"ContentEntry#2883661",20,5000,100,80
21,255,195,1,"AOZArrangement#25",0,2,"アペデマク",4,0,,0,"ContentEntry#2883662",21,5000,100,80
22,300,240,1,"AOZArrangement#22",0,2,"グランパボム",4,0,,0,"ContentEntry#2883663",22,5000,100,80
23,300,225,2,"クロンプリンツ・ベヒーモス",4,0,,0,0,,0,"ContentEntry#2883664",23,5000,100,80
24,405,340,1,"AOZArrangement#26",0,2,"アリーナ・スクライブ",0,2,"エペロギ",4,"ContentEntry#2883665",24,5000,100,80
25,525,435,2,"アポカリョープス",0,2,"アポカリョープス",0,2,"アポカリョープス",4,"ContentEntry#2883666",25,10000,200,160
26,300,240,2,"アリーナ・ミラーナイト",0,2,"フンババ・パパ",4,0,,0,"ContentEntry#2883668",26,5000,100,80
27,240,140,2,"テュポーン",0,0,,0,0,,0,"ContentEntry#2883669",27,5000,100,80
28,360,300,2,"ドゥリン",4,0,,0,0,,0,"ContentEntry#2883670",28,5000,100,80
29,480,420,2,"火のシキガミ",4,2,"水のシキガミ",4,0,,0,"ContentEntry#2883671",29,5000,100,80
30,450,390,2,"ジークフリード",4,2,"ジークフリード",4,2,"ジークフリード",4,"ContentEntry#2883672",30,10000,200,160
31,460,410,2,"ものまね士ゴゴ",4,2,"ものまね士ゴゴ",4,0,,0,"ContentEntry#2883683",31,10000,200,160
