key,0,1,2,3,4,5,6
#,Icon,Category,MainCommandCategory,SortID,Name,Description,
int32,Image,byte,MainCommandCategory,sbyte,byte,str,str
0,,0,"",0,0,"",""
1,"ui/icon/000000/000016.tex",1,"マイキャラクター",-5,1,"納刀する/抜刀する","納刀/抜刀の状態を切り替えます。"
2,"ui/icon/000000/000001.tex",6,"マイキャラクター",0,6,"マイキャラクター","キャラクターのパラメータを確認できます。装備や称号の変更などが行えます。"
3,"ui/icon/000000/000004.tex",2,"マイキャラクター",-4,2,"アクションリスト","キャラクターが修得しているアクションを確認できます。アクションのホットバーへの登録や、ロールアクションの設定などが行えます。"
4,"ui/icon/000000/000005.tex",4,"コンテンツ情報",0,21,"ジャーナル","進行中、または完了したクエストやリーヴの情報を確認できます。クエストの目的リストの切り替えや、受注したリーヴの開始/破棄などが行えます。"
5,"ui/icon/000000/000047.tex",12,"コンテンツ情報",8,29,"コンテンツ情報一覧","コンテンツにかかわるタイマー情報の一覧です。リーヴの受注権獲得までの時間や、蛮族デイリークエストの残り受注権の数などが確認できます。"
6,"ui/icon/000000/000006.tex",17,"マイキャラクター",11,17,"アチーブメントリスト","アチーブメントの一覧です。アチーブメントの達成状況や取得条件、得られる報酬などをここで確認できます。"
7,"ui/icon/000000/000023.tex",4,"手帳の管理",1,33,"採集手帳","ギャザラークラスが採掘、砕岩、伐採、草刈で得られるアイテムの一覧です。目的のアイテムを採集できるエリアの情報もここから確認できます。"
8,"ui/icon/000000/000021.tex",1,"手帳の管理",-2,30,"討伐手帳","ファイター・ソーサラークラスの討伐目標となるモンスターの一覧です。討伐対象モンスターの討伐数や主な生息地、獲得できる経験値報酬などを確認できます。"
9,"ui/icon/000000/000022.tex",3,"手帳の管理",0,32,"製作手帳","クラフタークラスが製作できるアイテムやレシピの一覧です。アイテムの製作が行えます。"
10,"ui/icon/000000/000002.tex",8,"マイキャラクター",2,8,"所持品","所持しているアイテムやクリスタルを確認できます。アイテムの使用、並べ替えなどが行えます。"
11,"ui/icon/000000/000003.tex",3,"コンテンツ情報",-1,20,"イベントアイテムリスト","所持しているイベントアイテムの確認や使用ができます。イベントアイテムと結びつくクエストを破棄するとそのイベントアイテムも破棄されます。"
12,"ui/icon/000000/000017.tex",1,"パーティ",0,44,"パーティメンバー","パーティメンバーの一覧です。並び順の変更や、パーティからの離脱/解散などが行えます。"
13,"ui/icon/000000/000018.tex",10,"コミュニケーション",7,60,"フレンドリスト管理","フレンド登録したキャラクターの一覧です。ここからフレンドにTellを送ったり、パーティ勧誘などが行えます。"
14,"ui/icon/000000/000019.tex",12,"コミュニケーション",9,62,"ブラックリスト管理","ブラックリストに登録したキャラクターの一覧です。ブラックリストに登録すると、そのキャラクターのチャットは見えなくなり、トレードや様々な勧誘も受け付けなくなります。"
15,"ui/icon/000000/000020.tex",1,"コミュニケーション",-2,51,"プレイヤーサーチ","様々な条件を指定して他のキャラクターを検索できます。"
16,"ui/icon/000000/000007.tex",4,"マップ＆トラベル",0,41,"マップ","自分やパーティメンバーの位置、エーテライト、ショップ、クエストの目的地、他エリアの情報などの確認ができます。縮尺の変更も行えます。"
17,"ui/icon/000000/000009.tex",3,"コミュニケーション",0,53,"エモートアクション","キャラクターの感情を表現するエモートの一覧です。他プレイヤーとのコミュニケーションを取る場合などに使用できます。"
18,"ui/icon/000000/000010.tex",3,"パーティ",2,46,"ターゲットマーカー","ターゲットの頭上にパーティやアライアンスで共有可能なマーキング用アイコンを表示できます。"
19,"ui/icon/000000/000029.tex",6,"システムメニュー",1,68,"システムコンフィグ","サウンドやグラフィックなどのシステム項目を、プレイヤーの環境にあわせて自由に設定できます。"
20,"ui/icon/000000/000028.tex",9,"システムメニュー",4,71,"キーバインド変更","様々な操作やショートカット機能に割り当てるキーを自由に設定できます。"
21,"ui/icon/000000/000030.tex",8,"システムメニュー",3,70,"マクロ管理","テキストコマンドを自由に組み合わせてマクロの作成が行えます。マクロはキャラクター専用、および他のキャラクターと共通で作成できます。作成したマクロはホットバーへの登録ができます。テキストコマンドの一覧が確認できます。"
22,"ui/icon/000000/000031.tex",7,"システムメニュー",2,69,"HUDレイアウト変更","画面に常時表示されるウィンドウ（HUD）の表示位置・拡縮・表示（非表示）の変更や、保存したレイアウトの切り替えが行えます。"
23,"ui/icon/000000/000027.tex",10,"システムメニュー",6,73,"ログアウトする","ログアウトしてタイトル画面に戻ります。"
24,"ui/icon/000000/000026.tex",11,"システムメニュー",7,74,"ゲームを終了する","ログアウトしてゲームを終了します。"
25,"ui/icon/000000/000032.tex",7,"マイキャラクター",1,7,"アーマリーチェスト","入手した装備品が収納されています。装備品は部位ごとに整理され、装備や確認ができます。"
26,,0,"",0,0,"",""
