key,0,1,2,3,4,5
#,Name,Description,Icon,Icon{Status},Reward,Sort
int32,str,str,Image,Image,uint16,byte
0,"","",,,0,0
1,"","",,,0,0
2,"帰還","バディを帰還させる。","ui/icon/000000/000901.tex","ui/icon/014000/014001.tex",18,1
3,"追従","バディに自分についてくるように命令する。","ui/icon/000000/000902.tex","ui/icon/014000/014002.tex",18,2
4,"フリーファイト","バディに、修得している全てのアクションを使って戦闘するように命令する。","ui/icon/000000/000906.tex","ui/icon/014000/014006.tex",18,3
5,"ディフェンダースタンス","バディに、スキルリスト「DEFENDER」で修得したアクションを使って攻撃をするように命令する。","ui/icon/000000/000903.tex","ui/icon/014000/014003.tex",18,4
6,"アタッカースタンス","バディに、スキルリスト「ATTACKER」で修得したアクションを使って攻撃をするように命令する。","ui/icon/000000/000904.tex","ui/icon/014000/014004.tex",18,6
7,"ヒーラースタンス","バディに、スキルリスト「HEALER」で修得したアクションを使って回復をするように命令する。","ui/icon/000000/000905.tex","ui/icon/014000/014005.tex",18,5
