key,0
#,Text
int32,str
0,""
1,"アバラシア雲海の未踏破地域に到達、「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」を目指して航行します。"
2,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」に初到達、探索を開始します。"
3,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」に到達、探索を開始します。"
4,"気流安定、絶好の条件……<Highlight>StringParameter(1)</Highlight>の「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」は十分です。"
5,"強風発生……「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」は十分ですが、探索に影響が出ています。"
6,"乱気流発生中……「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」は十分ですが、探索は非常に困難です。"
7,"気流安定……「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」に問題はありません。"
8,"強風発生……「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」に問題はありませんが、探索は非常に困難です。"
9,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」に不安がある状態ですが、探索を強行します。"
10,"良質な物を含む「<Sheet(Item,IntegerParameter(1),0)/>」を発見、念入りに対象を選び回収を開始します。"
11,"良質な物を含む「<Sheet(Item,IntegerParameter(1),0)/>」を発見、回収を開始します。"
12,"「<Sheet(Item,IntegerParameter(1),0)/>」を検知、回収を開始します。"
13,"見事に「<Sheet(Item,IntegerParameter(1),0)/>」を検知、回収を開始します。"
14,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」を十分に活かし、回収量も満足な結果となりました！"
15,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」を活かし、回収量もまずまずの結果となりました。"
16,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」に対して、回収量は満足いかない結果となりました……。"
17,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」を考えると、回収量は十分な結果となりました。"
18,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」に対して、回収量は物足りない結果となりました……。"
19,"「<Sheet(AirshipExplorationParamType,IntegerParameter(2),0)/>」を考えると、回収量は決して多くは望めません……。"
20,"<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>「<Sheet(Item,IntegerParameter(1),0)/>」を<Value>IntegerParameter(2)</Value>個獲得しました！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
21,"さらに何かを発見……探索を続行することにしました。"
22,"さらに何かを発見……しかし、帰還を優先し引きあげることにしました。"
23,"さらに何かを発見……しかし、見失ってしまいました。"
24,"さらに周辺を見渡しましたが、何も発見できませんでした。"
25,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」の探索を完了！　<Highlight>StringParameter(2)</Highlight>の性能を最大限に発揮し、すばらしい成果をあげました！"
26,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」の探索を完了！　<Highlight>StringParameter(2)</Highlight>の性能を発揮し、よい結果をえられました！"
27,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」の探索を完了！　よい結果を出せましたが、まだまだ高い結果を目指せるはずです！"
28,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」の探索を完了！　結果はまずまず……今後、パーツを整えることも考慮すべきかもしれません。"
29,"「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」の探索を完了！　あまり芳しい結果とは言えませんでした……。"
30,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow><Highlight>StringParameter(1)</Highlight>は、<Value>IntegerParameter(2)</Value><If(Equal(IntegerParameter(3),0))><Else/>(+<Value>IntegerParameter(3)</Value>%)</If>EXPを獲得しました！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
31,"次の目的地、「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」へ向かいます。"
32,"全目的地の探索完了！　帰還します！［探索完了］"
33,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>航行中に「<Sheet(AirshipExplorationPoint,IntegerParameter(1),0)/>」を発見しました！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
34,"<UIForeground>F201F6</UIForeground><UIGlow>F201F7</UIGlow>探索の成果が認められ、新たに飛空艇を登録する資格を得ました！<UIGlow>01</UIGlow><UIForeground>01</UIForeground>"
