key,0,1,2,3,4,5,6,7
#,FallDamage,Height,LoopMotion,EndMotion,StartClient,,,
int32,uint16,uint16,ActionTimeline,ActionTimeline,bit&01,bit&02,uint16,uint16
0,0,0,"","",False,False,0,0
1,0,100,"","",False,False,0,0
2,0,150,"","",False,False,0,0
3,450,100,"blownaway/falling","blownaway/landing",True,False,0,0
4,0,200,"","",False,False,0,0
5,0,100,"blownaway/falling","blownaway/landing",False,False,0,0
6,0,300,"","",False,False,0,0
7,0,100,"blownaway/falling","blownaway/landing",False,False,0,0
8,450,0,"blownaway/falling","blownaway/landing",True,False,0,0
9,0,260,"blownaway/falling","blownaway/landing",False,False,0,0
10,0,0,"","",False,True,0,0
11,0,0,"bnpc_gimmickjump/bnpc_gmcjump_loop","bnpc_gimmickjump/bnpc_gmcjump_end",False,False,0,0
12,0,200,"pc_contentsaction/blow_loop","blownaway/landing",False,False,0,0
13,450,0,"blownaway/falling","blownaway/landing",False,False,0,0
14,0,50,"","",False,False,0,0
15,0,800,"blownaway/falling","blownaway/landing",False,False,0,0
16,0,200,"blownaway/falling","blownaway/landing",False,False,0,0
17,0,450,"","",False,False,0,0
18,7000,100,"blownaway/falling","blownaway/landing",False,False,0,0
19,0,80,"","",False,False,0,0
20,0,300,"blownaway/falling","blownaway/landing",False,False,0,0
21,0,100,"blownaway/falling","normal/swim_on_jump_landing",False,False,0,0
22,0,100,"","",False,False,0,0
23,0,10,"bnpc_gimmickjump/bnpc_gmcjump_loop","bnpc_gimmickjump/bnpc_gmcjump_end",False,False,0,0
24,0,10,"","",False,False,0,0
25,0,100,"blownaway/falling","blownaway/landing",False,False,0,0
26,0,500,"blownaway/falling","blownaway/landing",False,False,0,0
27,0,50,"bnpc_gimmickjump/bnpc_gmcjump_loop","bnpc_gimmickjump/bnpc_gmcjump_end",False,False,0,0
28,0,600,"blownaway/falling","blownaway/landing",False,False,0,0
29,0,100,"blownaway/falling","",False,False,0,0
30,0,200,"blownaway/falling","blownaway/landing",False,False,0,0
31,0,400,"blownaway/falling","",False,False,0,0
32,0,30,"blownaway/falling","blownaway/landing",False,False,0,0
33,0,600,"blownaway/falling","pc_contentsaction/pc_pathjump_end",False,False,0,0
34,30000,600,"blownaway/falling","blownaway/landing",False,False,0,0
35,0,50,"blownaway/falling","blownaway/landing",False,False,0,0
36,0,0,"blownaway/falling","blownaway/landing",False,False,0,0
37,0,200,"blownaway/falling","blownaway/landing",False,False,0,0
38,0,20,"","",False,False,0,0
39,0,200,"pc_contentsaction/pc_cnt013_start","pc_contentsaction/pc_cnt013_end",False,False,0,0
40,20000,150,"blownaway/falling","blownaway/landing",False,False,0,0
41,0,130,"blownaway/falling","blownaway/landing",False,False,0,0
42,0,300,"blownaway/falling","blownaway/landing",False,False,0,0
43,0,200,"pc_contentsaction/blow_loop","blownaway/landing",False,False,0,0
44,0,580,"blownaway/falling","blownaway/landing",False,False,0,0
45,0,5,"pc_contentsaction/blow_loop","blownaway/landing",False,False,100,50
46,0,200,"blownaway/falling","pc_contentsaction/pc_pathjump_end",False,False,0,0
